Species_name,Symbiotic_type,Binary_Symb_AnyAM,Binary_Sym_OnlyAM,C.selection,S.selection,R.selection,Cosine_CSR,Cosine_C,Cosine_S,Cosine_R,CSR0.7,CSR0.75,CSR0.8,CSR0.85,CSR0.9,CSR0.92,CSR0.95,C0.7,C0.75,C0.8,C0.85,C0.9,C0.92,C0.95,S0.7,S0.75,S0.8,S0.85,S0.9,S0.92,S0.95,R0.7,R0.75,R0.8,R0.85,R0.9,R0.92,R0.95
Cupania_impressinervia,AM,AnyAM,OnlyAM,47.57084438,43.23009311,9.199062509,0.889131405,0.732600883,0.665752412,0.141667473,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cupania_latifolia,AM,AnyAM,OnlyAM,71.9128197,26.9617226,1.1254577,0.751668019,0.93625256,0.351022,0.01465264,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cupania_rufescens,AM,AnyAM,OnlyAM,75.53271512,22.23338633,2.233898556,0.732969341,0.958918137,0.282261764,0.028360239,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cupania_seemannii,AM,AnyAM,OnlyAM,68.78363784,25.3707569,5.845605256,0.785017733,0.935244657,0.344963796,0.079482145,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cuphea_ericoides,AM,AnyAM,OnlyAM,0,100,0,0.577350269,0,1,0,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Curatella_americana,AM,AnyAM,OnlyAM,63.18265323,36.81734677,0,0.789516752,0.864012122,0.503471005,0,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Centaurea_triumfettii_subsp._lugdunensis,AM,AnyAM,OnlyAM,45.24703909,0,54.75296091,0.81283236,0.637018107,0,0.770848838,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cyclamen_purpurascens,AM,AnyAM,OnlyAM,40.58195885,0,59.41804115,0.802386393,0.563997512,0,0.825776487,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Bignonia_aequinoctialis,AM,AnyAM,OnlyAM,46.11416783,51.14405496,2.741777213,0.837730023,0.669112408,0.742095616,0.03978294,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cymbalaria_muralis,AM,AnyAM,OnlyAM,18.88499728,0,81.11500272,0.693227611,0.22675319,0,0.973952253,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,R_spec,R_spec,R_spec,R_spec
Cynodon_dactylon,AM,AnyAM,OnlyAM,11.96858644,41.51873013,46.51268343,0.909412447,0.188523017,0.653981681,0.732643865,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cynoglossum_officinale,AM,AnyAM,OnlyAM,45.43508836,0,54.56491164,0.813114808,0.639887866,0,0.768468294,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cynometra_malaccensis,AM,AnyAM,OnlyAM,63.40361894,36.59638106,0,0.788650842,0.866082864,0.499900464,0,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Cynosurus_cristatus,AM,AnyAM,OnlyAM,15.05454915,42.11656891,42.82888194,0.932331578,0.243107734,0.680117586,0.691620343,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dacryodes_laxa,AM,AnyAM,OnlyAM,56.078111,43.921889,0,0.810529793,0.787268702,0.61661008,0,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dacryodes_rostrata,AM,AnyAM,OnlyAM,39.74354516,60.25645484,0,0.799842115,0.550594032,0.83477315,0,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dacryodes_rugosa,AM,AnyAM,OnlyAM,47.00969693,52.99030307,0,0.815040278,0.663631742,0.748059431,0,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dactylis_glomerata,AM,AnyAM,OnlyAM,43.69995725,27.93579519,28.36424756,0.976650225,0.73923189,0.472564094,0.479811827,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Danthonia_decumbens,AM,AnyAM,OnlyAM,13.23184114,76.02894175,10.7392171,0.740996176,0.169823142,0.97578815,0.137831733,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Danthonia_spicata,AM,AnyAM,OnlyAM,18.63514315,77.19345083,4.171406018,0.726040218,0.234344108,0.970737399,0.052457039,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Daphne_cneorum,AM,AnyAM,OnlyAM,3.19053959,71.29707972,25.51238069,0.761762352,0.042096333,0.940701581,0.336613182,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Daphne_gnidium,AM,AnyAM,OnlyAM,8.467933897,52.8041123,38.7279538,0.874388358,0.128245594,0.799710393,0.586529075,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Daphne_laureola,AM,AnyAM,OnlyAM,43.70228398,48.96168087,7.336035146,0.874276204,0.661779668,0.741422232,0.111088906,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Daphne_mezereum,AM,AnyAM,OnlyAM,31.97162759,8.049770743,59.97860166,0.843551544,0.46712918,0.117613118,0.876331834,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Datura_stramonium,AM,AnyAM,OnlyAM,72.61865838,0,27.38134162,0.743918679,0.935695006,0,0.352809942,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Daucus_carota,AM,AnyAM,OnlyAM,29.19602065,41.31181655,29.4921628,0.985971593,0.498595888,0.705503743,0.503653264,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Davilla_nitida,AM,AnyAM,OnlyAM,39.35479578,48.69665724,11.94854698,0.905773452,0.617415998,0.763975384,0.187454258,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Declieuxia_fruticosa,AM,AnyAM,OnlyAM,20.37069484,79.62930516,0,0.702427095,0.247837903,0.968801514,0,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dendropanax_arboreus,AM,AnyAM,OnlyAM,57.17987604,34.89037376,7.929750196,0.85594381,0.847713486,0.517263107,0.117561573,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Deschampsia_cespitosa,AM,AnyAM,OnlyAM,13.45542256,66.47438781,20.07018963,0.816275797,0.190236956,0.939835603,0.283758593,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Avenella_flexuosa,AM,AnyAM,OnlyAM,1.663938306,68.1535083,30.18255339,0.774380622,0.022317848,0.914120231,0.404828502,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Deschampsia_setacea,AM,AnyAM,OnlyAM,0,71.03604015,28.96395985,0.75260142,0,0.925985966,0.377557931,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Catapodium_rigidum,AM,AnyAM,OnlyAM,0.138116298,60.51606073,39.34582297,0.799848506,0.001913433,0.838376344,0.545088474,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Desmopsis_panamensis,AM,AnyAM,OnlyAM,46.6857138,38.81768341,14.49660279,0.924913083,0.747903479,0.621857911,0.232235062,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Deutzia_crenata,AM,AnyAM,OnlyAM,36.69742064,44.37094619,18.93163317,0.952525037,0.605442031,0.732041525,0.312338203,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dialium_guianense,AM,AnyAM,OnlyAM,32.75709046,34.92445148,32.31845806,0.999416458,0.567038366,0.604556254,0.559445464,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dialium_platysepalum,AM,AnyAM,OnlyAM,41.80037271,53.79784241,4.401784889,0.845681032,0.61227619,0.788010629,0.064475695,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dictamnus_albus,AM,AnyAM,OnlyAM,53.99169993,35.42676029,10.58153978,0.882286331,0.825082127,0.541379263,0.161703361,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Digitalis_grandiflora,AM,AnyAM,OnlyAM,50.93377484,7.718093517,41.34813164,0.874022394,0.771061559,0.116840451,0.625949185,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Digitalis_lutea_subsp._australis,AM,AnyAM,OnlyAM,57.63676371,3.08689735,39.27633894,0.826969797,0.82556232,0.044215289,0.562576096,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Digitaria_ischaemum,AM,AnyAM,OnlyAM,9.507744772,3.647979061,86.84427617,0.66028684,0.108735357,0.041720125,0.993194872,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,R_spec,R_spec,R_spec,R_spec
Digitaria_milanjiana,AM,AnyAM,OnlyAM,34.95077094,30.20488197,34.84434708,0.997804282,0.604035899,0.522015182,0.602196631,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Digitaria_sanguinalis,AM,AnyAM,OnlyAM,38.73159834,0,61.26840166,0.796519202,0.534345673,0,0.845266054,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_apiculata,AM,AnyAM,OnlyAM,40.41748877,54.56928042,5.013230814,0.84789811,0.593572293,0.801405874,0.073624438,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_artanthifolia,AM,AnyAM,OnlyAM,36.11848665,58.51588938,5.365623978,0.83705215,0.523651906,0.848373225,0.077791721,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_lotus,AM,AnyAM,OnlyAM,44.66367216,52.43914058,2.897187254,0.837434525,0.64783725,0.760618798,0.042023097,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_nutans,AM,AnyAM,OnlyAM,33.44243018,60.41190912,6.145660699,0.832833432,0.482410339,0.871447721,0.088651759,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_scortechinii,AM,AnyAM,OnlyAM,26.7759363,71.40180369,1.82226001,0.75689261,0.351026221,0.936060836,0.0238894,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_venosa,AM,AnyAM,OnlyAM,32.19145645,67.78941928,0.01912427,0.76934261,0.428964191,0.903321459,0.000254839,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Diospyros_virginiana,AM,AnyAM,OnlyAM,12.77256819,80.6373654,6.590066411,0.704874866,0.155937613,0.984484725,0.080456742,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
