Species_name,Symbiotic_type,C-selection,S-selection,R-selection,CSR_categorical_level
Richterago arenaria,AM,49.24060501,50.75939499,0,CS
Richterago polymorpha,AM,42.59219665,57.40780335,0,CS
Richterago polyphylla,AM,10.94139321,89.05860679,0,S
Rinorea anguifera,AM,35.78107743,64.21892257,0,S/CS
Rinorea sylvatica,AM,34.8688295,42.74752945,22.38364104,CS/CSR
Rosa agrestis,AM,30.52473478,51.82341976,17.65184546,S/CSR
Rosa arvensis,AM,20.99947202,41.746801,37.25372698,SR/CSR
Rosa canina,AM,16.58718261,50.19530558,33.21751181,SR/CSR
Rosa dumalis,AM,30.28111487,68.48422258,1.234662547,S/CS
Rosa elliptica,AM,23.11390802,69.40416152,7.481930454,S/CS
Rosa gallica,AM,13.44552859,86.55447141,0,S
Rosa jundzillii,AM,24.55669774,52.24940641,23.19389586,S/CSR
Rosa micrantha,AM,20.32206359,70.77534911,8.902587299,S/CS
Rosa multiflora,AM,43.35717441,30.65010978,25.99271581,CSR
Rosa pendulina,AM,29.56933935,45.57673721,24.85392345,S/CSR
Rosa rubiginosa,AM,22.10452775,72.01551492,5.879957333,S/CS
Rosa rugosa,AM,48.56616303,48.29933532,3.134501646,CS
Rosa woodsii,AM,18.419309,63.44196408,18.13872691,S/CSR
Rosenbergiodendron formosum,AM,26.21677441,44.74521981,29.03800578,S/CSR
Salvia rosmarinus,AM,3.551445206,96.44855479,0,S
Rourea glabra,AM,57.41526525,33.8704338,8.714300948,CS
Rubia peregrina,AM,12.6137961,52.69675701,34.68944689,SR/CSR
Rubia tinctorum,AM,38.83790858,10.19361021,50.96848121,CR
Rubus allegheniensis,AM,27.96816142,49.22936503,22.80247355,S/CSR
Rubus bushii,AM,13.6430473,66.90206312,19.45488957,S/SR
Rubus caesius,AM,52.29330023,20.95691903,26.74978073,C/CSR
Rubus chamaemorus,AM,36.86348601,44.01064294,19.12587105,CS/CSR
Rubus corylifolius,AM,53.96898376,28.510443,17.52057323,C/CSR
Rubus plicatus,AM,21.7472797,65.34918426,12.90353604,S/CS
Rubus idaeus,AM,52.31194699,24.3191806,23.36887241,C/CSR
Rubus occidentalis,AM,30.89069406,42.29368834,26.8156176,CSR
Rubus phoenicolasius,AM,51.25971875,23.8899012,24.85038005,C/CSR
Rubus praecox,AM,53.83148006,36.77061646,9.397903473,CS
Rubus saxatilis,AM,35.8392425,39.36286051,24.79789699,CS/CSR
Rubus ulmifolius,AM,51.93469703,40.56520886,7.500094106,CS
Rudbeckia hirta,AM,12.22521647,69.24697986,18.52780367,S/SR
Ruscus aculeatus,AM,11.37709457,88.62290543,0,S
Ruta graveolens,AM,27.64564935,66.12758058,6.226770066,S/CS
Sabatia angularis,AM,5.02103695,77.24673637,17.73222668,S/SR
Saccharum officinarum,AM,68.89475324,23.40783644,7.697410315,C/CS
Sacoglottis mattogrossensis,AM,36.4750834,63.5249166,0,S/CS
Salvia glutinosa,AM,57.90301972,0,42.09698028,CR
Salvia lyrata,AM,18.75068145,68.20434582,13.04497274,S/CS
Salvia nemorosa,AM,41.6662191,9.121550253,49.21223065,CR
Salvia officinalis,AM,27.62946309,38.89340405,33.47713286,CSR
Salvia pratensis,AM,47.24144067,0,52.75855933,CR
Salvia verticillata,AM,52.61662479,25.51061754,21.87275767,C/CSR
Salzmannia nitida,AM,23.80658555,76.19341445,0,S/CS
Sambucus ebulus,AM,81.7561698,2.270180667,15.97364953,C/CR
Sambucus nigra,AM,62.9273933,16.96600771,20.10659899,C/CSR
Sambucus racemosa,AM,70.63130478,10.58845602,18.7802392,C/CR
Samolus valerandi,AM,22.44716015,8.118053361,69.43478649,R/CR
Sanguisorba dodecandra,AM,64.84497129,16.56694267,18.58808603,C/CSR
Sanguisorba minor,AM,25.53102697,43.98431757,30.48465546,S/CSR
Sanguisorba officinalis,AM,25.4939652,41.57845264,32.92758215,CSR
Santiria apiculata,AM,55.55711774,39.41338488,5.029497381,CS
Santolina chamaecyparissus,AM,0,0,100,R
Sapium glandulosum,AM,58.4747278,30.83734505,10.68792715,C/CSR
Satureja hortensis,AM,6.638830662,0,93.36116934,R
Satureja montana,AM,5.326965841,55.88946873,38.78356543,SR
Saussurea alpina,AM,30.09807875,31.5384251,38.36349614,CSR
Scabiosa atropurpurea,AM,46.96761231,30.64852254,22.38386515,C/CSR
Scabiosa canescens,AM,34.21446466,60.40998253,5.375552807,S/CS
Lomelosia caucasica,AM,51.4823085,28.01223053,20.50546097,C/CSR
Scabiosa columbaria,AM,27.82539249,42.09280496,30.08180256,CSR
Scabiosa ochroleuca,AM,22.89502931,63.89471862,13.21025207,S/CS
Pycnocomon rutifolium,AM,16.43658582,83.56341418,0,S/CS
Scandix pecten-veneris,AM,46.26432783,0,53.73567217,CR
Scaphocalyx spathacea,AM,54.55444489,44.0925265,1.353028605,CS
Schefflera morototoni,AM,55.89844151,26.95705247,17.14450602,C/CSR
Schizachyrium scoparium,AM,15.86059374,58.76460064,25.37480562,S/CSR
Schizachyrium tenerum,AM,4.773640774,95.22635923,0,S
Schizolobium parahyba,AM,75.65713459,13.87126294,10.47160247,C/CS
Prospero autumnale,AM,27.69817578,0,72.30182422,R/CR
Scilla bifolia,AM,39.43666118,0,60.56333882,CR
Scilla siberica,AM,28.72125495,0,71.27874505,R/CR
Scorzonera austriaca,AM,46.74813556,29.47861241,23.77325202,C/CSR
Scorzonera cana,AM,22.35180842,31.23287079,46.41532079,R/CSR
Scorzonera hispanica,AM,51.34147929,30.76160185,17.89691886,C/CSR
Scorzonera humilis,AM,58.08002215,9.354349386,32.56562846,C/CSR
Scorzonera laciniata,AM,25.72889586,28.95401803,45.31708611,R/CSR
Scorzoneroides helvetica,AM,22.9075711,48.87600598,28.21642292,S/CSR
Scutellaria galericulata,AM,14.72375025,23.31176636,61.96448339,R/CSR
Scutellaria hastifolia,AM,6.729744319,29.17656489,64.09369079,R/SR
Scutellaria lateriflora,AM,13.72644812,39.58419365,46.68935823,SR/CSR
Scutellaria minor,AM,4.271494991,34.79306974,60.93543527,R/SR
Scutellaria parvula,AM,3.417371775,59.8982859,36.68434232,SR
Sebastiania ditassoides,AM,0.112184412,99.88781559,0,S
Selaginella selaginoides,AM,0,58.04144415,41.95855585,SR
Selinum carvifolia,AM,17.82582352,49.4752764,32.69890008,SR/CSR
Jacobaea alpina,AM,60.4660303,8.082789611,31.45118009,C/CR
Jacobaea aquatica,AM,50.23350637,0,49.76649363,CR
Senecio aurantiacus,AM,43.26627984,0,56.73372016,CR
Senecio eremophilus,AM,36.98505978,0,63.01494022,R/CR
Senecio germanicus,AM,60.59683272,0,39.40316728,CR
Jacobaea uniflora,AM,16.52047713,57.32150609,26.15801677,S/CSR
Senecio inaequidens,AM,32.48810032,0,67.51189968,R/CR
Jacobaea incana,AM,18.03113661,78.85075251,3.11811088,S/CS
Senecio kolenatianus,AM,48.65586756,0,51.34413244,CR
Senecio nemorensis,AM,58.81843623,0,41.18156377,CR
Senecio ovatus,AM,53.16783596,0,46.83216404,CR
Jacobaea paludosa,AM,57.75149428,0,42.24850572,CR
Packera paupercula,AM,11.96761503,0,88.03238497,R
Senecio squalidus,AM,43.9561747,0,56.0438253,CR
Senecio taraxacifolius,AM,56.00665653,0,43.99334347,CR
Senecio vernalis,AM,48.05398079,0,51.94601921,CR
Senecio vulgaris,AM,39.21985193,0,60.78014807,CR
Senna aphylla,AM,11.01753695,88.98246305,0,S
Senna dariensis,AM,64.52458535,21.53694415,13.9384705,C/CS
Senna georgica,AM,34.42944372,42.47005945,23.10049682,CS/CSR
Senna macranthera,AM,18.72130616,56.91776619,24.36092766,S/CSR
Serjania circumvallata,AM,65.0002307,23.54308928,11.45668002,C/CS
Serjania mexicana,AM,60.13747116,30.32721936,9.535309489,C/CS
Serjania paucidentata,AM,50.8297939,35.52049659,13.64970951,CS/CSR
Serjania trachygona,AM,49.93970391,41.47480618,8.585489905,CS
Serratula tinctoria,AM,77.12065972,0.852544427,22.02679585,C/CR
Seseli alpinum,AM,27.11851076,44.15710408,28.72438516,S/CSR
Seseli libanotis,AM,70.43363413,2.862031332,26.70433454,C/CR
Seseli tortuosum,AM,45.65756241,54.34243759,0,CS
Sesleria albicans,AM,23.0169158,48.41359387,28.56949033,S/CSR
Sesleria caerulea,AM,22.49417948,66.86056929,10.64525124,S/CS
Setaria faberi,AM,35.72958062,38.02174755,26.24867182,CSR
Cenchrus americanus,AM,23.86126369,40.38977105,35.74896525,SR/CSR
Setaria italica,AM,53.37517009,16.29064731,30.3341826,C/CSR
Setaria pumila,AM,33.92991498,21.27857082,44.79151421,CR/CSR
Setaria sphacelata,AM,31.31597127,44.94242879,23.74159994,S/CSR
Setaria verticillata,AM,25.22806175,33.1737945,41.59814375,CSR
Setaria viridis,AM,27.29716123,38.97342344,33.72941533,CSR
Sibbaldia procumbens,AM,7.90351055,69.20833896,22.88815049,S/SR
Sicyos angulatus,AM,59.90930699,0,40.09069301,CR
Sigesbeckia orientalis,AM,64.23633327,0,35.76366673,C/CR
Silphium laciniatum,AM,37.09252921,62.90747079,0,S/CS
Silphium terebinthinaceum,AM,51.06308924,48.93691076,0,CS
Simarouba amara,AM,56.49661342,33.01320846,10.49017812,C/CSR
Sindora coriacea,AM,36.93335929,62.96493103,0.101709675,S/CS
Siparuna guianensis,AM,66.38835364,17.71359708,15.89804928,C/CS
Siparuna pauciflora,AM,76.55325271,7.883053419,15.56369387,C/CR
Siphanthera arenaria,AM,0,100,0,S
Sisyrinchium albidum,AM,9.933247895,71.4866435,18.5801086,S/SR
Sisyrinchium pendulum,AM,15.6526627,63.08337171,21.26396558,S/CSR
Sloanea guianensis,AM,37.63993885,50.41934609,11.94071507,CS/CSR
Sloanea terniflora,AM,31.61117673,57.92373147,10.46509179,S/CSR
Smilax lasioneura,AM,40.45520209,23.18195994,36.36283797,CR/CSR
Smyrnium perfoliatum,AM,48.06393335,22.53953368,29.39653297,C/CSR
Solanum asperum,AM,36.45098914,28.3683906,35.18062026,CSR
Solanum circinatum,AM,68.13412743,11.62292276,20.24294982,C/CR
Solanum dulcamara,AM,38.77294947,1.83237468,59.39467585,CR
Solanum hayesii,AM,74.88712065,14.23742354,10.87545581,C/CS
Solanum lanceifolium,AM,57.04159469,29.56947769,13.38892762,C/CSR
Solanum paludosum,AM,39.74811968,57.31848468,2.933395646,CS
Solanum paniculatum,AM,57.14046165,36.83704148,6.022496871,CS
Solanum steyermarkii,AM,45.11795143,24.33375132,30.54829724,C/CSR
Solanum tuberosum,AM,73.31252067,0,26.68747933,C/CR
Soldanella alpina,AM,19.96157423,72.06394865,7.974477117,S/CS
Soldanella pusilla,AM,6.446605677,61.10384411,32.44955022,S/SR
Solidago canadensis,AM,36.73137971,40.2170183,23.05160198,CS/CSR
Solidago gigantea,AM,31.80692386,54.07247478,14.12060137,S/CSR
Euthamia graminifolia,AM,25.99135971,68.71031165,5.298328645,S/CS
Solidago juncea,AM,33.72081641,49.95505363,16.32412996,CS/CSR
Solidago nana,AM,11.08954386,74.24266718,14.66778896,S/SR
Solidago nemoralis,AM,19.80992883,46.76425635,33.42581482,SR/CSR
Solidago rigida,AM,53.61613067,39.21753039,7.166338935,CS
Solidago rugosa,AM,26.05126385,42.34134008,31.60739607,CSR
Solidago sciaphila,AM,22.54241581,30.34395623,47.11362795,R/CSR
Solidago velutina,AM,16.56117628,71.01005722,12.4287665,S/CS
Solidago virgaurea,AM,31.12218178,46.85867474,22.01914348,S/CSR
Sonchus arvensis,AM,13.10639664,56.86325573,30.03034763,S/CSR
Sonchus asper,AM,78.60017376,0,21.39982624,C/CR
Sonchus oleraceus,AM,60.29790737,0,39.70209263,CR
Sonchus palustris,AM,55.5011143,8.984988746,35.51389695,CR
Sorbaria sorbifolia,AM,64.04936156,20.6915696,15.25906884,C/CSR
Sorbus aria,AM,39.91493836,45.10950538,14.97555626,CS/CSR
Sorbus aucuparia,AM,53.00604896,39.28789377,7.70605727,CS
Sorbus intermedia,AM,39.21568028,51.84766183,8.936657897,CS
Sorbus torminalis,AM,47.00569781,24.76125408,28.23304812,C/CSR
Sorghastrum nutans,AM,23.81214395,58.87988097,17.30797508,S/CSR
Sorghum bicolor,AM,58.41733254,26.48367609,15.09899137,C/CSR
Sorghum halepense,AM,56.85748099,18.98184151,24.16067749,C/CSR
Sorghum purpureosericeum,AM,26.84213742,42.23000555,30.92785703,CSR
Sorocea affinis,AM,31.28950638,46.35915901,22.35133461,S/CSR
Spachea membranacea,AM,49.72750061,24.52700749,25.7454919,C/CSR
Spigelia aceifolia,AM,0,100,0,S
Spiraea japonica,AM,30.17625464,35.63835323,34.18539213,CSR
Spiraea alba var. latifolia,AM,31.31547135,58.15964376,10.52488489,S/CSR
Spiraea salicifolia,AM,17.74847811,59.73220545,22.51931643,S/CSR
Spiraea tomentosa,AM,4.96325513,84.95553618,10.08120869,S
Spondias mombin,AM,72.24179176,21.33565309,6.422555142,C/CS
Spondias radlkoferi,AM,66.52224993,21.91475094,11.56299913,C/CS
Sporobolus clandestinus,AM,8.347548375,82.26740028,9.385051341,S
Sporobolus heterolepis,AM,14.33949479,66.25577701,19.4047282,S/SR
Sporobolus interruptus,AM,8.404493141,87.06458947,4.530917385,S
Sporobolus vaginiflorus,AM,1.77893762,53.01291537,45.20814701,SR
Sporobolus virginicus,AM,12.36847445,67.44856336,20.18296219,S/SR
Stachys alopecuros,AM,55.96077539,2.814630764,41.22459385,CR
Betonica officinalis,AM,30.50912396,20.77373442,48.71714162,R/CSR
Stachys recta,AM,32.14020468,19.11772108,48.74207424,R/CSR
Stachys sylvatica,AM,44.18688997,0,55.81311003,CR
Stachys tenuifolia,AM,24.38797292,53.55728263,22.05474445,S/CSR
Staphylea pinnata,AM,53.38769886,16.32129056,30.29101058,C/CSR
Tabernaemontana grandiflora,AM,43.43119303,3.883089057,52.68571791,CR
Sterculia apetala,AM,78.79107071,18.33587247,2.873056826,C/CS
Stigmaphyllon lindenianum,AM,59.64860707,0,40.35139293,CR
Stipa capillata,AM,11.06438263,88.93561737,0,S
Stipa pulcherrima,AM,13.31614064,86.68385936,0,S
Hesperostipa spartea,AM,26.49773755,73.50226245,0,S/CS
Stizophyllum inaequilaterum,AM,42.51759915,31.38453165,26.0978692,CSR
Strychnos panamensis,AM,32.47358335,56.58592906,10.94048759,S/CSR
Strychnos toxifera,AM,45.01673515,41.18110533,13.80215951,CS/CSR
Stylogyne turbacensis,AM,63.03256204,36.96743796,0,C/CS
Succisa pratensis,AM,35.52373577,33.42028771,31.05597652,CSR
Swertia iberica,AM,62.91714969,0,37.08285031,C/CR
Symphonia globulifera,AM,38.93018407,35.00492973,26.0648862,CSR
Symphoricarpos albus,AM,25.40533058,49.65537217,24.93929726,S/CSR
Symphyotrichum ascendens,AM,15.98624643,73.09137512,10.92237846,S/CS
Symphyotrichum falcatum,AM,9.568216802,46.2547085,44.1770747,SR
Symphyotrichum oolentangiense,AM,28.11214676,51.25534172,20.63251152,S/CSR
Comanthera cipoensis,AM,17.28434077,82.71565923,0,S/CS
Syringa vulgaris,AM,36.83463635,50.82927769,12.33608596,CS/CSR
Syzygium scortechinii,AM,44.28917491,55.71082509,0,CS
Handroanthus guayacan,AM,58.01985354,31.13783368,10.84231278,C/CSR
Tabebuia rosea,AM,81.71989711,9.618468697,8.661634193,C
Tabebuia roseoalba,AM,45.02635122,34.16892564,20.80472314,CS/CSR
Tabernaemontana arborea,AM,50.08739563,22.41160729,27.50099708,C/CSR
Tabernaemontana flavicans,AM,67.12103446,12.40929393,20.46967161,C/CR
Talisia nervosa,AM,73.82221793,26.17778207,0,C/CS
Talisia princeps,AM,72.86743754,25.93977633,1.192786125,C/CS
Dioscorea communis,AM,48.55099471,0,51.44900529,CR
Tanacetum corymbosum,AM,64.24046473,0,35.75953527,C/CR
Tanacetum parthenium,AM,39.7909979,3.242265411,56.96673669,CR
Tanacetum vulgare,AM,57.94661382,21.55914499,20.49424118,C/CSR
Tapirira guianensis,AM,46.11360775,45.97578281,7.91060944,CS
Taraxacum confusum,AM,50.74663563,0,49.25336437,CR
Taraxacum erythrospermum,AM,28.07193116,0.858007888,71.07006095,R/CR
Taraxacum fulvum,AM,35.16867424,0,64.83132576,R/CR
Taraxacum laevigatum,AM,11.37180783,63.34409535,25.28409683,S/SR
Taraxacum officinale,AM,57.77703743,0.571671811,41.65129076,CR
Taraxacum schroeterianum,AM,19.7492558,0,80.2507442,R/CR
Taraxacum stevenii,AM,26.26699192,0,73.73300808,R/CR
Tatianyx arnacites,AM,9.176223227,90.82377677,0,S
Taxus baccata,AM,1.704750536,98.29524946,0,S
Terminalia amazonia,AM,31.46187158,56.41152523,12.12660319,S/CSR
Terminalia oblonga,AM,34.58475965,41.35775418,24.05748616,CS/CSR
Tetrapterys microphylla,AM,10.02415507,89.97584493,0,S
Tetrathylacium johansenii,AM,45.02111516,40.78656759,14.19231725,CS/CSR
Teucrium botrys,AM,14.26431012,0,85.73568988,R
Teucrium canadense,AM,27.91054045,39.73878174,32.35067781,CSR
Teucrium capitatum,AM,6.654628011,79.96428755,13.38108444,S/SR
Teucrium chamaedrys,AM,10.61268788,71.39327451,17.99403761,S/SR
Teucrium montanum,AM,1.812438336,76.08544105,22.10212062,S/SR
Teucrium polium,AM,0,72.13447699,27.86552301,S/SR
Teucrium scordium,AM,13.52560862,4.451458955,82.02293242,R
Teucrium scorodonia,AM,36.64045279,9.23027016,54.12927705,CR
Thalictrum alpinum,AM,5.25059945,75.52405397,19.22534658,S/SR
Thalictrum aquilegiifolium,AM,74.20996634,6.955096359,18.8349373,C/CR
Thalictrum dasycarpum,AM,21.30169876,38.01434366,40.68395758,SR/CSR
Thalictrum dioicum,AM,16.18085101,20.56926154,63.24988745,R/CSR
Thalictrum exaltatum,AM,62.59253299,30.35558094,7.051886075,C/CS
Thalictrum fendleri,AM,53.78101961,33.01163855,13.20734184,C/CSR
Thalictrum minus,AM,55.25816006,28.46618225,16.27565769,C/CSR
Thelypteris palustris,AM,62.90272489,2.375545188,34.72172992,C/CR
Themeda triandra,AM,19.48294455,67.52772079,12.98933466,S/CS
Theobroma cacao,AM,58.08043893,29.21214128,12.70741979,C/CSR
Thevetia ahouai,AM,73.35587595,4.44533837,22.19878568,C/CR
Thinouia myriantha,AM,50.97401827,43.38121831,5.644763421,CS
Thymus glabrescens,AM,0.266374198,74.30868405,25.42494176,S/SR
Thymus nummularius,AM,4.66302244,55.87149048,39.46548708,SR
Thymus praecox subsp. polytrichus,AM,0,85.49354211,14.50645789,S
Thymus praecox,AM,0,69.14257869,30.85742131,S/SR
Thymus pulegioides,AM,1.493791697,85.12161523,13.38459307,S
Thymus pulegioides,AM,0,76.77396169,23.22603831,S/SR
Thymus serpyllum,AM,0,95.7147871,4.285212898,S
Thymus vulgaris,AM,0,87.7882344,12.2117656,S
Thyrsodium spruceanum,AM,45.03389063,46.06623973,8.899869637,CS
Tocoyena formosa,AM,60.20931006,34.0605903,5.730099643,C/CS
Tocoyena pittieri,AM,74.6090701,17.77210508,7.618824823,C/CS
Chlorocrepis staticifolia,AM,39.87962848,0,60.12037152,CR
Tordylium maximum,AM,53.48070511,20.55494761,25.96434727,C/CSR
Torilis arvensis,AM,29.98075348,18.22686003,51.79238649,R/CSR
Torilis nodosa,AM,6.329746094,72.34572785,21.32452606,S/SR
Tovomita longifolia,AM,53.50370347,42.64312448,3.853172051,CS
Townsendia exscapa,AM,3.672272141,78.87653672,17.45119114,S/SR
Toxicodendron radicans,AM,26.55139366,60.31682952,13.13177682,S/CSR
Trachycarpus fortunei,AM,77.90258564,22.09741436,0,C/CS
Trachypogon spicatus,AM,7.602307407,92.39769259,0,S
Tragia impedita,AM,25.72045883,41.37523502,32.90430615,CSR
Tragopogon dubius,AM,22.16846473,34.21109912,43.62043616,SR/CSR
Tragopogon porrifolius,AM,41.25270365,11.39678948,47.35050686,CR/CSR
Tragopogon pratensis,AM,28.11797655,16.09062727,55.79139618,R/CSR
Trattinnickia aspera,AM,76.64677561,21.45077891,1.902445473,C/CS
Trema micranthum,AM,41.63805109,38.63764706,19.72430185,CS/CSR
Trichilia pallida,AM,66.87626664,24.67750924,8.446224121,C/CS
Trichilia poeppigii,AM,46.70332241,32.18741331,21.10926428,CS/CSR
Trichilia tuberculata,AM,59.75655006,36.4279516,3.81549834,CS
Trichospermum galeottii,AM,38.37133533,51.34978851,10.27887617,CS
Tridens flavus,AM,17.49871458,75.17354199,7.327743424,S/CS
Trientalis europaea,AM,10.73372279,33.72376916,55.54250805,R/CSR
Trigonostemon malaccanus,AM,53.98897679,34.74493047,11.26609274,CS/CSR
Trillium cernuum,AM,54.40393603,0,45.59606397,CR
Trillium flexipes,AM,60.48165158,0,39.51834842,CR
Trinia glauca,AM,32.54394859,65.76513039,1.690921024,S/CS
Trisetaria flavescens,AM,12.27511921,34.31158246,53.41329833,SR/CSR
Trisetum flavescens,AM,12.56090555,52.42747051,35.01162394,SR/CSR
Triticum aestivum,AM,39.28005238,22.81072445,37.90922316,CR/CSR
Trollius europaeus,AM,52.39266492,30.1328354,17.47449968,C/CSR
Tropaeolum majus,AM,58.22582284,0,41.77417716,CR
Trophis caucana,AM,49.10807752,30.18287623,20.70904626,C/CSR
Trophis racemosa,AM,42.56693625,42.59512287,14.83794088,CS/CSR
Turgenia latifolia,AM,54.26650846,0,45.73349154,CR
Turpinia occidentalis,AM,61.73165334,22.32135478,15.94699189,C/CSR
Tussilago farfara,AM,91.61747884,1.197190121,7.185331041,C
Ulmus glabra,AM,29.24910814,60.73738193,10.01350992,S/CS
Ulmus laevis,AM,42.07834485,16.33801056,41.58364459,CR/CSR
Ulmus minor,AM,36.40051775,45.67472029,17.92476196,CS/CSR
Uncaria tomentosa,AM,53.8135276,39.83301889,6.353453509,CS
Unonopsis pittieri,AM,50.85546808,38.1213795,11.02315242,CS/CSR
Uvularia grandiflora,AM,39.67583704,5.572062065,54.75210089,CR
Valeriana alpestris,AM,33.66782733,9.919507297,56.41266537,R/CSR
Valeriana officinalis,AM,80.37468373,0,19.62531627,C/CR
Valeriana pratensis,AM,50.40964512,0,49.59035488,CR
Valeriana tripteris,AM,34.04994979,0,65.95005021,R/CR
Valerianella coronata,AM,24.96695135,0,75.03304865,R/CR
Valerianella dentata,AM,9.490961895,32.44609994,58.06293817,R/CSR
Valerianella locusta,AM,12.89849637,0,87.10150363,R
Valerianella rimosa,AM,35.10992058,0,64.89007942,R/CR
Vellozia caruncularis,AM,19.21560311,80.78439689,0,S/CS
Vellozia epidendroides,AM,10.42559253,89.57440747,0,S
Vellozia resinosa,AM,33.7568427,66.2431573,0,S/CS
Vellozia variabilis,AM,40.09860621,59.90139379,0,CS
Veratrum album,AM,70.25518059,0,29.74481941,C/CR
Veratrum album subsp. lobelianum,AM,74.26989799,13.53347501,12.196627,C/CS
Veratrum nigrum,AM,75.06126787,15.86415825,9.074573881,C/CS
Verbascum densiflorum,AM,75.07974728,8.667590634,16.25266208,C/CR
Verbascum lychnitis,AM,67.67587056,8.743701161,23.58042828,C/CR
Verbascum phlomoides,AM,54.60878138,21.75766051,23.6335581,C/CSR
Verbascum sinuatum,AM,80.59090888,17.21307812,2.196013003,C/CS
Verbascum thapsus,AM,63.7952982,17.18852909,19.01617272,C/CSR
Verbena bracteata,AM,14.54059384,44.83653657,40.62286959,SR/CSR
Verbena hastata,AM,26.32042097,52.91456339,20.76501564,S/CSR
Verbena officinalis,AM,23.93410363,49.90442303,26.16147334,S/CSR
Verbena stricta,AM,29.11486995,53.44263812,17.44249193,S/CSR
Verbena urticifolia,AM,33.2042087,50.11913758,16.67665372,CS/CSR
Vernonia galamensis,AM,35.8860612,0,64.1139388,R/CR
Veronicastrum virginicum,AM,27.91050235,65.4043989,6.685098755,S/CS
Viburnum lantana,AM,48.01079682,25.78026683,26.20893635,C/CSR
Viburnum opulus,AM,38.67644918,32.04222522,29.2813256,CSR
Viburnum tinus,AM,35.00001478,47.62925609,17.37072913,CS/CSR
Vinca minor,AM,16.08309255,35.35182066,48.56508678,SR/CSR
Vincetoxicum hirundinaria,AM,40.54841042,15.75946993,43.69211964,CR/CSR
Viola alba,AM,28.12629176,12.95268822,58.92102002,R/CSR
Viola altaica,AM,12.46245927,49.93438097,37.60315977,SR/CSR
Viola arvensis,AM,6.687345846,26.87864527,66.43400888,R/SR
Viola biflora,AM,8.408738801,0,91.5912612,R
Viola calcarata,AM,5.305801564,36.16241211,58.53178632,SR
Viola canadensis,AM,25.91941793,16.6273165,57.45326558,R/CSR
Viola canina,AM,17.92148053,17.61393013,64.46458935,R/CSR
Viola comollia,AM,1.653891556,81.23778228,17.10832616,S/SR
Viola dubyana,AM,0.028482995,43.08391345,56.88760355,SR
Viola hirta,AM,34.53705036,26.36510715,39.09784249,CSR
Viola mirabilis,AM,48.57197117,0.710904529,50.7171243,CR
Viola odorata,AM,43.11395972,27.7401847,29.14585558,CSR
Viola palustris,AM,22.14152237,3.556407591,74.30207004,R/CR
Viola elatior,AM,18.93037445,11.87672132,69.19290424,R/CR
Viola pubescens,AM,38.1672394,0,61.8327606,CR
Viola reichenbachiana,AM,18.12659851,16.74731286,65.12608863,R/CSR
Viola riviniana,AM,27.08618278,22.88154177,50.03227545,R/CSR
Viola sagittata,AM,38.0719172,35.83331562,26.09476719,CSR
Viola sororia,AM,44.74261885,0,55.25738115,CR
Viola tricolor,AM,4.825389904,0.695533612,94.47907648,R
Virola elongata,AM,48.75298532,44.01275617,7.23425852,CS
Virola multiflora,AM,37.24259501,57.82544911,4.931955879,CS
Virola sebifera,AM,51.99317896,39.89556214,8.111258898,CS
Virola surinamensis,AM,59.38032372,29.96032618,10.6593501,C/CSR
Vismia baccifera,AM,54.74134778,33.04177257,12.21687965,C/CSR
Vismia billbergiana,AM,39.95466209,37.7457009,22.29963701,CS/CSR
Vismia guianensis,AM,38.53746453,61.46253547,0,CS
Vitex rufescens,AM,43.71424502,53.59040134,2.695353638,CS
Vitis riparia,AM,69.03680641,9.819903124,21.14329047,C/CR
Vitis vinifera,AM,72.50829855,0,27.49170145,C/CR
Vochysia ferruginea,AM,43.07611576,51.90435542,5.019528819,CS
Vochysia pygmaea,AM,18.55829537,81.44170463,0,S/CS
Festuca ambigua,AM,0.260091368,52.4855205,47.25438813,SR
Festuca membranacea,AM,1.016146842,57.58690389,41.39694926,SR
Festuca myuros,AM,9.420556103,42.78357635,47.79586755,SR
Xanthium albinum,AM,82.9856017,7.458253018,9.556145286,C
Xanthium orientale,AM,68.42674855,10.92112916,20.65212229,C/CR
Xanthium strumarium,AM,54.05990593,19.11484345,26.82525062,C/CSR
Xanthophyllum eurhynchum,AM,35.07011709,56.88491567,8.04496724,CS
Xanthophyllum griffithii,AM,33.74760276,62.48848628,3.763910958,S/CS
Xeranthemum cylindraceum,AM,18.33670005,12.41778178,69.24551817,R/CR
Xeranthemum inapertum,AM,11.39088902,17.68386491,70.92524608,R/SR
Xerospermum noronhianum,AM,69.75865968,30.24134032,0,C/CS
Xylopia frutescens,AM,17.78648984,67.95232628,14.26118388,S/CS
Xylopia laevigata,AM,27.24321191,69.60312841,3.153659675,S/CS
Xylopia macrantha,AM,34.44898791,56.18026868,9.370743408,CS
Xylopia malayana,AM,22.23062051,77.76937949,0,S/CS
Xylosma oligandra,AM,43.6720562,32.00279472,24.32514909,CS/CSR
Zannichellia palustris,AM,0,0,100,R
Zanthoxylum acuminatum,AM,70.33943728,28.43882536,1.221737354,C/CS
Zanthoxylum ekmanii,AM,81.33890798,15.48885896,3.172233055,C/CS
Zanthoxylum panamense,AM,66.96401351,21.66877733,11.36720916,C/CS
Zea mays,AM,82.97262876,8.614450106,8.412921134,C
Zinnia peruviana,AM,18.49480578,68.10662313,13.39857109,S/CS
