Species_name,Symbiotic_type,C-selection,S-selection,R-selection,CSR_categorical_level
Celtis schippii,AM,42.36622554,41.94800321,15.68577125,CS/CSR
Cenchrus longispinus,AM,17.20991772,50.71773251,32.07234977,S/CSR
Centaurea aspera,AM,48.88129315,0,51.11870685,CR
Centaurea calcitrapa,AM,48.82999432,0.046311018,51.12369466,CR
Centaurea cheiranthifolia,AM,56.96983083,0,43.03016917,CR
Centaurea cyanus,AM,40.19014541,9.476703607,50.33315099,CR
Centaurea deusta,AM,51.60255747,29.8470534,18.55038912,C/CSR
Centaurea diffusa,AM,25.27071778,38.09562407,36.63365816,CSR
Centaurea jacea,AM,39.18541878,24.35298022,36.461601,CR/CSR
Centaurea maculosa,AM,18.45882168,48.64467579,32.89650253,SR/CSR
Centaurea nigra,AM,26.22649991,55.23369604,18.53980405,S/CSR
Centaurea nigrescens,AM,46.2088914,8.770493459,45.02061515,CR
Centaurea phrygia,AM,57.08778563,0,42.91221437,CR
Centaurea rhaetica,AM,13.08479974,49.4111648,37.50403547,SR/CSR
Centaurea scabiosa,AM,54.43894233,22.13602136,23.42503631,C/CSR
Centaurea solstitialis,AM,29.22868228,13.18766375,57.58365397,R/CSR
Centaurea stoebe,AM,32.88811898,1.198295843,65.91358518,R/CR
Centaurea uniflora,AM,18.23140427,48.7248902,33.04370553,SR/CSR
Centaurium erythraea,AM,23.27070776,15.8920409,60.83725134,R/CSR
Centaurium littorale,AM,1.001636098,44.37171067,54.62665324,SR
Centaurium pulchellum,AM,0,10.2615647,89.7384353,R
Cephalotaxus fortunei,AM,9.937083164,90.06291684,0,S
Bromus catharticus,AM,31.296239,45.37268652,23.33107449,S/CSR
Cercis canadensis,AM,12.49007383,71.98381836,15.5261078,S/SR
Cercis siliquastrum,AM,44.85620307,41.58317021,13.56062673,CS/CSR
Cestrum megalophyllum,AM,58.07606494,26.12328371,15.80065135,C/CSR
Chaerophyllum bulbosum,AM,57.93034363,26.29953581,15.77012056,C/CSR
Chaerophyllum hirsutum,AM,44.73453288,15.09046759,40.17499953,CR/CSR
Chaerophyllum roseum,AM,29.80177386,45.37587823,24.8223479,S/CSR
Chaetocarpus myrsinites,AM,41.8680478,53.86310542,4.268846784,CS
Chaetopappa ericoides,AM,0,63.12731232,36.87268768,S/SR
Chamaesciadium acaule,AM,14.48684506,72.56171263,12.95144231,S/CS
Chamguava schippii,AM,38.77243079,50.42394721,10.803622,CS
Chimarrhis parviflora,AM,64.34041591,21.84567539,13.81390871,C/CS
Chondrilla juncea,AM,47.46520412,15.47430107,37.06049481,CR/CSR
Leucanthemum vulgare,AM,19.87419758,55.48762339,24.63817903,S/CSR
Chrysochlamys eclipes,AM,70.30438828,28.03515791,1.660453814,C/CS
Chrysophyllum argenteum,AM,47.94879376,40.98021576,11.07099049,CS/CSR
Chrysophyllum cainito,AM,35.64669293,56.91187302,7.441434052,CS
Chrysophyllum rufum,AM,35.11288368,60.25623877,4.630877555,S/CS
Chrysopsis camporum,AM,10.28131682,89.71868318,0,S
Cicendia filiformis,AM,0,35.15985345,64.84014655,R/SR
Cicerbita alpina,AM,65.24373632,0,34.75626368,C/CR
Cicerbita racemosa,AM,43.02141415,1.06357165,55.9150142,CR
Cichorium intybus,AM,36.55119148,41.67869382,21.77011471,CS/CSR
Cicuta virosa,AM,78.9319262,0,21.0680738,C/CR
Cinnamomum glanduliferum,AM,46.85646278,42.54948401,10.59405321,CS
Cinnamomum triplinerve,AM,49.59866373,45.40043584,5.000900436,CS
Circaea alpina,AM,22.94724184,6.653835484,70.39892268,R/CR
Circaea lutetiana,AM,42.79913766,0,57.20086234,CR
Cirsium acaule,AM,74.29001923,7.385351086,18.32462968,C/CR
Cirsium alsophilum,AM,82.445625,0,17.554375,C/CR
Cirsium discolor,AM,57.0699359,42.9300641,0,CS
Cirsium dissectum,AM,55.94271946,0,44.05728054,CR
Cirsium erisithales,AM,80.08184432,0,19.91815568,C/CR
Cirsium helenioides,AM,70.3847816,0,29.6152184,C/CR
Cirsium oleraceum,AM,57.33310556,0,42.66689444,CR
Cirsium pannonicum,AM,63.48335977,9.993755108,26.52288512,C/CR
Cirsium simplex,AM,60.1243873,0,39.8756127,CR
Cirsium tuberosum,AM,84.49739664,5.982307865,9.520295491,C
Cirsium vulgare,AM,79.04851475,0,20.95148525,C/CR
Cirsium wheeleri,AM,66.8528847,33.1471153,0,C/CS
Claytonia perfoliata,AM,21.49109505,0,78.50890495,R/CR
Claytonia virginica,AM,26.96069452,0,73.03930548,R/CR
Cleistanthus maingayi,AM,44.39357191,39.19224958,16.41417851,CS/CSR
Clematis alpina,AM,44.91422853,23.85097987,31.2347916,C/CSR
Clematis flammula,AM,41.10521819,24.50756737,34.38721443,CR/CSR
Clematis recta,AM,47.27896819,19.03083645,33.69019536,CR/CSR
Clematis vitalba,AM,58.24316598,4.603643277,37.15319074,CR
Clematis viticella,AM,59.00398882,40.99601118,0,CS
Clidemia dentata,AM,41.79770827,35.91661618,22.28567556,CS/CSR
Clidemia octona,AM,47.94959988,28.30711512,23.74328501,C/CSR
Clidemia septuplinervia,AM,48.92966146,20.34544536,30.72489318,C/CSR
Clinopodium vulgare,AM,24.72441157,30.41269898,44.86288944,R/CSR
Clusia nemorosa,AM,69.62441886,30.37558114,0,C/CS
Centaurea benedicta,AM,47.4826852,0,52.5173148,CR
Cnidium dubium,AM,36.78670741,28.97439003,34.23890256,CSR
Cochlospermum regium,AM,59.424106,30.19366409,10.38222991,C/CSR
Coffea arabica,AM,18.2804326,60.53184289,21.18772451,S/CSR
Colchicum autumnale,AM,68.24790216,0,31.75209784,C/CR
Colubrina glandulosa,AM,56.74680485,28.00119786,15.25199729,C/CSR
Combretum laxum,AM,40.74555053,59.25444947,0,CS
Conium maculatum,AM,64.12384558,13.09627751,22.77987691,C/CR
Connarus turczaninowii,AM,52.36206626,45.00972955,2.628204198,CS
Conostegia bracteata,AM,48.50082154,30.33684565,21.16233281,C/CSR
Conostegia cinnamomea,AM,40.36235438,30.72039896,28.91724666,CSR
Consolida regalis,AM,20.39062041,36.9309769,42.67840269,SR/CSR
Convallaria majalis,AM,44.8965883,14.10839765,40.99501405,CR/CSR
Convolvulus arvensis,AM,30.58276334,6.673047327,62.74418933,R/CR
Conyza bonariensis,AM,26.26442327,56.24760428,17.48797245,S/CSR
Erigeron canadensis,AM,9.980923261,42.27989406,47.73918268,SR
Copaifera duckei,AM,26.29973274,58.78636822,14.91389904,S/CSR
Coptis trifolia subsp. groenlandica,AM,7.7210617,74.01765101,18.26128729,S/SR
Cordia alliodora,AM,33.7242268,48.37537745,17.90039575,CS/CSR
Cordia bicolor,AM,39.04463891,50.34231101,10.61305008,CS
Cordia lasiocalyx,AM,37.38003841,47.28733084,15.33263075,CS/CSR
Cordia superba,AM,57.41671845,31.42978564,11.15349592,C/CSR
Coreopsis palmata,AM,14.95693078,71.65070589,13.39236333,S/CS
Coreopsis tinctoria,AM,52.43725016,0,47.56274984,CR
Coriandrum sativum,AM,29.14934928,0,70.85065072,R/CR
Cornus drummondii,AM,21.09181775,74.82864583,4.079536415,S/CS
Cornus mas,AM,21.67218603,50.43801641,27.88979756,S/CSR
Cornus rugosa,AM,35.75163208,48.58301272,15.6653552,CS/CSR
Cornus sanguinea,AM,43.09310076,41.15900039,15.74789885,CS/CSR
Cornus sericea,AM,21.88517748,63.75902923,14.3557933,S/CS
Cornus suecica,AM,17.22564998,7.746529599,75.02782043,R/CR
Cosmos parviflorus,AM,27.87727351,0,72.12272649,R/CR
Cotinus coggygria,AM,30.96807365,57.39903971,11.63288665,S/CSR
Cotoneaster horizontalis,AM,1.664847949,92.66805485,5.6670972,S
Cotoneaster integerrimus,AM,16.9466074,68.17476439,14.87862821,S/CS
Cotula coronopifolia,AM,13.52817931,0,86.47182069,R
Coussarea curvigemmia,AM,47.50232154,25.74697698,26.75070149,C/CSR
Coutarea hexandra,AM,54.57952246,41.58486744,3.835610097,CS
Crataegus laevigata,AM,18.77527857,55.9321023,25.29261912,S/CSR
Crataegus monogyna,AM,19.21660893,80.78339107,0,S/CS
Crataegus submollis,AM,42.8407817,36.3229156,20.8363027,CS/CSR
Crepis aurea,AM,18.31510976,27.32265466,54.36223559,R/CSR
Crepis capillaris,AM,36.3314091,0,63.6685909,R/CR
Crepis foetida,AM,39.11738605,0,60.88261395,CR
Crepis froelichiana,AM,37.2946619,17.77340301,44.93193509,CR/CSR
Crepis glabra,AM,42.88639305,0,57.11360695,CR
Crepis jacquinii,AM,17.28682129,59.52647286,23.18670585,S/CSR
Crepis pyrenaica,AM,44.67996938,11.94229275,43.37773787,CR/CSR
Crepis setosa,AM,49.04340196,0,50.95659804,CR
Crepis tectorum,AM,21.31134654,0,78.68865346,R/CR
Crepis vesicaria,AM,53.58972946,0,46.41027054,CR
Croton argyratus,AM,33.98089106,66.01910894,0,S/CS
Croton billbergianus,AM,59.04438429,23.92578822,17.02982749,C/CSR
Croton capitatus,AM,12.72213412,77.22106681,10.05679907,S/CS
Cruciata glabra,AM,4.157240086,15.46945817,80.37330174,R/SR
Cruciata laevipes,AM,0.042216244,44.16966493,55.78811882,SR
Cucurbita pepo,AM,86.299718,0,13.700282,C
Cupania cinerea,AM,76.57064576,21.49871831,1.930635929,C/CS
Cupania impressinervia,AM,47.57084438,43.23009311,9.199062509,CS
Cupania latifolia,AM,71.9128197,26.9617226,1.1254577,C/CS
Cupania rufescens,AM,75.53271512,22.23338633,2.233898556,C/CS
Cupania seemannii,AM,68.78363784,25.3707569,5.845605256,C/CS
Cuphea ericoides,AM,0,100,0,S
Curatella americana,AM,63.18265323,36.81734677,0,C/CS
Centaurea cyanus,AM,21.91243743,0,78.08756257,R/CR
Centaurea triumfettii,AM,45.24703909,0,54.75296091,CR
Cyclamen purpurascens,AM,40.58195885,0,59.41804115,CR
Bignonia aequinoctialis,AM,46.11416783,51.14405496,2.741777213,CS
Cymbalaria muralis,AM,18.88499728,0,81.11500272,R/CR
Cynanchum nigrum,AM,29.48664757,37.4395648,33.07378764,CSR
Cynodon dactylon,AM,11.96858644,41.51873013,46.51268343,SR/CSR
Cynoglossum officinale,AM,45.43508836,0,54.56491164,CR
Cynometra malaccensis,AM,63.40361894,36.59638106,0,C/CS
Cynosurus cristatus,AM,15.05454915,42.11656891,42.82888194,SR/CSR
Cyrtomium fortunei,AM,79.48284008,0,20.51715992,C/CR
Cystopteris fragilis,AM,31.1180047,0,68.8819953,R/CR
Dacryodes laxa,AM,56.078111,43.921889,0,CS
Dacryodes rostrata,AM,39.74354516,60.25645484,0,CS
Dacryodes rugosa,AM,47.00969693,52.99030307,0,CS
Dactylis glomerata,AM,43.69995725,27.93579519,28.36424756,CSR
Danthonia decumbens,AM,13.23184114,76.02894175,10.7392171,S/CS
Danthonia spicata,AM,18.63514315,77.19345083,4.171406018,S/CS
Daphne cneorum,AM,3.19053959,71.29707972,25.51238069,S/SR
Daphne gnidium,AM,8.467933897,52.8041123,38.7279538,SR
Daphne laureola,AM,43.70228398,48.96168087,7.336035146,CS
Daphne mezereum,AM,31.97162759,8.049770743,59.97860166,R/CR
Datura stramonium,AM,72.61865838,0,27.38134162,C/CR
Daucus carota,AM,29.19602065,41.31181655,29.4921628,CSR
Davilla nitida,AM,39.35479578,48.69665724,11.94854698,CS/CSR
Declieuxia fruticosa,AM,20.37069484,79.62930516,0,S/CS
Dendropanax arboreus,AM,57.17987604,34.89037376,7.929750196,CS
Dennstaedtia punctilobula,AM,22.71447934,31.47263358,45.81288709,R/CSR
Deschampsia cespitosa,AM,13.45542256,66.47438781,20.07018963,S/SR
Avenella flexuosa,AM,1.663938306,68.1535083,30.18255339,S/SR
Deschampsia setacea,AM,0,71.03604015,28.96395985,S/SR
Catapodium rigidum,AM,0.138116298,60.51606073,39.34582297,SR
Desmopsis panamensis,AM,46.6857138,38.81768341,14.49660279,CS/CSR
Deutzia crenata,AM,36.69742064,44.37094619,18.93163317,CS/CSR
Dialium guianense,AM,32.75709046,34.92445148,32.31845806,CSR
Dialium platysepalum,AM,41.80037271,53.79784241,4.401784889,CS
Dichanthium ischaemum,AM,9.368341246,50.34289302,40.28876574,SR
Dictamnus albus,AM,53.99169993,35.42676029,10.58153978,CS
Digitalis grandiflora,AM,50.93377484,7.718093517,41.34813164,CR
Digitalis lutea,AM,57.63676371,3.08689735,39.27633894,CR
Digitaria ischaemum,AM,9.507744772,3.647979061,86.84427617,R
Digitaria milanjiana,AM,34.95077094,30.20488197,34.84434708,CSR
Digitaria sanguinalis,AM,38.73159834,0,61.26840166,CR
Diospyros apiculata,AM,40.41748877,54.56928042,5.013230814,CS
Diospyros artanthifolia,AM,36.11848665,58.51588938,5.365623978,CS
Diospyros lotus,AM,44.66367216,52.43914058,2.897187254,CS
Diospyros nutans,AM,33.44243018,60.41190912,6.145660699,S/CS
Diospyros scortechinii,AM,26.7759363,71.40180369,1.82226001,S/CS
Diospyros venosa,AM,32.19145645,67.78941928,0.01912427,S/CS
Diospyros virginiana,AM,12.77256819,80.6373654,6.590066411,S
Diphasiastrum alpinum,AM,7.22136391,83.74528473,9.033351359,S
Diphasiastrum complanatum,AM,12.0749322,87.9250678,0,S
Diplospora malaccensis,AM,59.85153614,38.41836084,1.730103018,CS
Diplusodon orbicularis,AM,4.541248664,95.45875134,0,S
Dipsacus pilosus,AM,56.10040018,0,43.89959982,CR
Dipsacus strigosus,AM,70.85691025,18.39718635,10.7459034,C/CS
Dipteryx oleifera,AM,73.5922419,20.35645963,6.051298461,C/CS
Dittrichia viscosa,AM,45.37633787,0,54.62366213,CR
Dolichorrhiza caucasica,AM,40.88841933,0,59.11158067,CR
Doliocarpus major,AM,39.2396703,47.71800924,13.04232046,CS/CSR
Doliocarpus olivaceus,AM,50.47282879,40.00483335,9.522337858,CS
Doronicum clusii,AM,36.50524996,0,63.49475004,R/CR
Doronicum grandiflorum,AM,39.29300389,0,60.70699611,CR
Dryopteris affinis,AM,71.70049775,6.797303773,21.50219848,C/CR
Dryopteris carthusiana,AM,73.44809265,9.497882998,17.05402435,C/CR
Dryopteris dilatata,AM,42.37430554,18.73271516,38.89297929,CR/CSR
Dryopteris expansa,AM,32.64856031,26.21476133,41.13667836,CSR
Dryopteris filix-mas,AM,70.8946005,7.858271076,21.24712843,C/CR
Dryopteris remota,AM,66.55266508,0,33.44733492,C/CR
Drypetes standleyi,AM,37.78276439,56.14083773,6.076397881,CS
Duguetia gardneriana,AM,46.86875363,52.03337881,1.097867552,CS
Echeandia flavescens,AM,38.3070729,0,61.6929271,CR
Echinolaena inflexa,AM,15.94150494,77.94974899,6.108746069,S/CS
Echinops exaltatus,AM,54.74063252,33.14608099,12.11328649,C/CSR
Echinops ritro,AM,78.06094132,11.96382179,9.975236893,C/CS
Elatine hexandra,AM,0,29.33958832,70.66041168,R/SR
Elatine hydropiper,AM,0,0,100,R
Eleusine indica,AM,15.71721403,33.96418613,50.31859984,SR/CSR
Elymus athericus,AM,32.43106682,49.98932531,17.57960787,S/CSR
Elymus canadensis,AM,28.08386661,50.02806981,21.88806359,S/CSR
Elymus elymoides,AM,15.39765319,67.25631645,17.34603036,S/SR
Elymus farctus,AM,18.96016752,76.00796215,5.031870332,S/CS
Elymus repens,AM,30.98380062,36.28086335,32.73533602,CSR
Elymus trachycaulus,AM,12.90118069,48.14512953,38.95368978,SR/CSR
Elymus repens,AM,20.12109908,48.23206178,31.64683914,S/CSR
Monoon fuscum,AM,60.15367692,35.38366136,4.462661714,CS
Epilobium alpestre,AM,18.71758631,24.57178263,56.71063106,R/CSR
Epilobium anagallidifolium,AM,0,58.96777003,41.03222997,SR
Chamaenerion angustifolium,AM,34.6426294,17.10450916,48.25286144,CR/CSR
Epilobium brachycarpum,AM,6.7067445,5.870268355,87.42298715,R
Epilobium ciliatum,AM,19.30891309,0,80.69108691,R/CR
Epilobium coloratum,AM,11.32607523,43.54633967,45.1275851,SR/CSR
Epilobium dodonaei,AM,17.96342062,59.28432772,22.75225166,S/CSR
Epilobium fleischeri,AM,8.45177383,59.32501018,32.22321599,S/SR
Epilobium ciliatum subsp. glandulosum,AM,3.243794986,72.53505322,24.22115179,S/SR
Epilobium hirsutum,AM,35.573615,20.08484189,44.34154311,CR/CSR
Epilobium montanum,AM,35.39006883,25.53877145,39.07115972,CSR
Epilobium nutans,AM,10.15834544,30.54887514,59.29277942,R/CSR
Epilobium palustre,AM,34.05412838,0,65.94587162,R/CR
Erigeron alpinus,AM,16.67130316,43.4464315,39.88226535,SR/CSR
Erigeron annuus,AM,41.26644724,12.94564006,45.7879127,CR/CSR
Erigeron borealis,AM,13.41947733,0,86.58052267,R
Erigeron canadensis,AM,19.31106031,43.31354946,37.37539023,SR/CSR
Erigeron caucasicus,AM,29.57735653,18.12914292,52.29350055,R/CSR
Erigeron divergens,AM,7.245850194,29.96835113,62.78579867,R/SR
Erigeron flagellaris,AM,5.250120188,57.82825334,36.92162647,SR
Erigeron formosissimus,AM,14.47010787,52.20106116,33.32883097,S/CSR
Erigeron karvinskianus,AM,14.4168649,18.04356887,67.53956624,R/SR
Erigeron speciosus,AM,22.8497828,40.03819713,37.11202006,SR/CSR
Erigeron strigosus,AM,13.41999059,44.47042374,42.10958566,SR/CSR
Erigeron uniflorus,AM,2.678521187,20.8718896,76.44958921,R/SR
Eriobotrya japonica,AM,54.55999924,45.44000076,0,CS
Eriope arenaria,AM,1.365724387,87.3878215,11.24645411,S
Eriotheca macrophylla,AM,60.99493487,31.64415631,7.36090882,C/CS
Erodium cicutarium,AM,35.4150072,0,64.5849928,R/CR
Erodium lebelii,AM,17.29466011,46.60692864,36.09841125,SR/CSR
Erodium moschatum,AM,63.79590749,0,36.20409251,C/CR
Eryngium campestre,AM,81.30451858,18.69548142,0,C/CS
Eryngium yuccifolium,AM,23.62698736,76.37301264,0,S/CS
Erythronium dens-canis,AM,58.00969058,0,41.99030942,CR
Erythroxylum macrophyllum,AM,61.54684711,36.82938872,1.62376417,CS
Erythroxylum panamense,AM,29.85302523,44.29557348,25.8514013,S/CSR
Eschweilera ovata,AM,44.24797982,50.2446957,5.507324479,CS
Eugenia candolleana,AM,35.44245318,44.37190021,20.18564662,CS/CSR
Eugenia coloradoensis,AM,44.34675852,50.18767379,5.46556769,CS
Eugenia galalonensis,AM,30.29857951,55.65316851,14.04825198,S/CSR
Eugenia nesiotica,AM,18.04413935,55.78403854,26.17182211,S/CSR
Eugenia oerstediana,AM,20.75165294,59.30478174,19.94356533,S/CSR
Eugenia punicifolia,AM,13.67047709,86.32952291,0,S
Euonymus europaeus,AM,29.44694151,51.40926856,19.14378993,S/CSR
Euonymus japonicus,AM,29.10475514,70.89524486,0,S/CS
Eupatorium cannabinum,AM,51.89924558,16.24966608,31.85108834,C/CSR
Conoclinium coelestinum,AM,12.44814669,69.58588033,17.96597299,S/SR
Eutrochium maculatum,AM,44.87326486,37.41894857,17.70778657,CS/CSR
Eupatorium perfoliatum,AM,41.37565491,45.2071816,13.41716349,CS/CSR
Ageratina altissima,AM,32.04199975,17.57408477,50.38391548,R/CSR
Euphorbia amygdaloides,AM,14.91841059,47.35521613,37.72637328,SR/CSR
Euphorbia brachycera,AM,5.591549075,68.66004575,25.74840518,S/SR
Euphorbia brittingeri,AM,7.27119943,43.04409377,49.6847068,SR
Euphorbia characias,AM,26.02957014,68.6273041,5.343125753,S/CS
Euphorbia corollata,AM,6.704874776,83.59312023,9.70200499,S
Euphorbia cyparissias,AM,0,55.18249182,44.81750818,SR
Euphorbia dendroides,AM,16.47969208,50.29874475,33.22156316,SR/CSR
Euphorbia dulcis,AM,11.22078606,23.7069974,65.07221655,R/SR
Euphorbia esula,AM,6.150702878,31.1098952,62.73940192,R/SR
Euphorbia falcata,AM,3.189010782,34.30611887,62.50487035,R/SR
Euphorbia helioscopia,AM,22.97617375,0,77.02382625,R/CR
Euphorbia lathyris,AM,40.93839144,8.242628229,50.81898033,CR
Euphorbia nutans,AM,5.008813815,80.41510926,14.57607692,S/SR
Euphorbia palustris,AM,17.51074366,54.05045068,28.43880566,S/CSR
Euphorbia paralias,AM,5.757729339,74.47804034,19.76423032,S/SR
Euphorbia peplis,AM,19.058391,4.547582602,76.3940264,R/CR
Euphorbia segetalis,AM,1.964603271,28.77812192,69.25727481,R/SR
Euphorbia seguieriana,AM,4.673348313,60.39702148,34.92963021,S/SR
Euphorbia serpillifolia,AM,1.869771719,0,98.13022828,R
Euphorbia serrulata,AM,8.287219817,31.56545656,60.14732362,R/SR
Euphorbia spinosa,AM,1.077008038,63.18372798,35.73926398,S/SR
Euphorbia variabilis,AM,10.86740492,46.7742784,42.35831668,SR/CSR
Eustachys paspaloides,AM,11.92918199,22.87807178,65.19274622,R/SR
Euterpe edulis,AM,45.81848648,38.20328215,15.97823137,CS/CSR
Euthamia graminifolia,AM,12.25065771,67.31705853,20.43228376,S/SR
Evolvulus lithospermoides,AM,6.114927241,70.31491701,23.57015575,S/SR
Falcaria vulgaris,AM,77.43414722,10.81719859,11.74865419,C/CR
Faramea occidentalis,AM,41.85806676,46.57496744,11.5669658,CS/CSR
Festuca altissima,AM,33.89975643,30.56842224,35.53182134,CSR
Festuca arizonica,AM,6.415888407,77.68651232,15.89759927,S/SR
Lolium arundinaceum,AM,38.40127059,24.01287216,37.58585725,CR/CSR
Festuca brevipila,AM,6.43601892,93.56398108,0,S
Festuca brunnescens,AM,5.984635896,83.19667538,10.81868872,S
Lolium giganteum,AM,42.45480432,19.78543776,37.75975792,CR/CSR
Festuca halleri,AM,2.061526602,93.16827593,4.770197467,S
Festuca ovina,AM,1.912559008,73.32197477,24.76546623,S/SR
Festuca pallens,AM,7.229460817,92.77053918,0,S
Festuca paniculata,AM,23.57256555,56.14896896,20.2784655,S/CSR
Festuca psammophila,AM,5.567596656,94.43240334,0,S
Festuca quadriflora,AM,2.032965171,93.9141855,4.05284933,S
Festuca rubra,AM,10.40885498,35.70033219,53.89081284,SR
Festuca rupicola,AM,7.173084413,78.47475961,14.35215597,S/SR
Festuca ticinensis,AM,1.986709888,78.75348479,19.25980532,S/SR
Festuca varia,AM,13.43674448,86.56325552,0,S
Festuca vivipara,AM,1.681363385,91.42875026,6.88988636,S
Ficus benjamina,AM,20.20457101,53.92439184,25.87103716,S/CSR
Ficus bullenei,AM,51.27274283,6.996331811,41.73092536,CR
Ficus carica,AM,67.32923045,24.52354239,8.14722716,C/CS
Ficus citrifolia,AM,51.47368818,13.92057783,34.60573399,CR/CSR
Ficus costaricana,AM,37.34226045,60.91121436,1.746525183,CS
Ficus insipida,AM,73.78439545,19.69030582,6.525298735,C/CS
Ficus maxima,AM,59.65504428,29.98034461,10.36461111,C/CSR
Ficus obtusifolia,AM,57.20945133,42.79054867,0,CS
Ficus popenoei,AM,48.07983582,39.72383094,12.19633324,CS/CSR
Ficus tonduzii,AM,74.32858851,23.69975546,1.971656026,C/CS
Ficus trigonata,AM,58.86887725,41.13112275,0,CS
Ficus yoponensis,AM,47.02663848,51.55367913,1.419682398,CS
Logfia minima,AM,0,58.18155307,41.81844693,SR
Filago pyramidata,AM,1.066810144,49.43077791,49.50241194,SR
Filipendula ulmaria,AM,63.37473779,16.64446187,19.98080033,C/CSR
Filipendula vulgaris,AM,30.57591781,49.5652288,19.85885339,S/CSR
Flourensia campestris,AM,31.67071148,68.32928852,0,S/CS
Foeniculum vulgare,AM,77.31791835,22.68208165,0,C/CS
Forsteronia viridescens,AM,55.04605327,37.53713535,7.416811378,CS
Fragaria americana,AM,10.3492633,65.04303478,24.60770193,S/SR
