Species_name,Symbiotic_type,C-selection,S-selection,R-selection
Primula auriculata,AM,44.53404555,0,55.46595445
Primula elatior,AM,56.49991505,0,43.50008495
Primula farinosa,AM,17.95883823,8.840858741,73.20030303
Primula glaucescens,AM,45.60978752,35.46840546,18.92180702
Primula glutinosa,AM,21.42902219,0,78.57097781
Primula hirsuta,AM,29.04288388,0,70.95711612
Primula integrifolia,AM,11.91682008,6.635251602,81.44792832
Primula latifolia,AM,42.91856623,0,57.08143377
Primula ruprechtii,AM,59.18371977,15.6023565,25.21392373
Primula veris,AM,36.494037,54.40116736,9.104795642
Primula vulgaris,AM,56.25382179,0,43.74617821
Prionostemma asperum,AM,50.17730559,43.66864437,6.154050033
Prioria copaifera,AM,52.35671501,45.69537193,1.947913063
Protium confusum,AM,58.33924009,32.95428197,8.70647794
Protium costaricense,AM,58.59145939,31.39056867,10.01797194
Protium heptaphyllum,AM,35.68019184,53.84693594,10.47287222
Protium neglectum,AM,49.48157366,37.58577731,12.93264903
Protium panamense,AM,74.46362471,24.98510277,0.551272519
Protium tenuifolium,AM,67.97429311,29.0234611,3.002245789
Prunella grandiflora,AM,43.14039526,19.10534006,37.75426468
Prunella vulgaris,AM,12.54515976,53.98572025,33.46911998
Prunus avium,AM,35.02599114,39.62793933,25.34606952
Prunus cerasifera,AM,25.46653462,50.24868009,24.2847853
Prunus cerasus,AM,31.68222112,43.18649293,25.13128595
Prunus domestica,AM,27.00377485,65.99993401,6.996291139
Prunus laurocerasus,AM,45.17955366,54.82044634,0
Prunus lusitanica,AM,32.48719228,67.51280772,0
Prunus mahaleb,AM,22.18816756,54.19572904,23.6161034
Prunus padus,AM,31.48437027,45.5060699,23.00955983
Prunus persica,AM,36.17225038,53.51476218,10.31298744
Prunus serotina,AM,39.54342377,49.74396601,10.71261021
Prunus spinosa,AM,16.26082482,37.81461845,45.92455673
Pseudobombax septenatum,AM,76.57343327,12.96450781,10.46205892
Pseudocymopterus montanus,AM,33.89939793,34.12170171,31.97890036
Pseudognaphalium macounii,AM,23.6672559,0,76.3327441
Psidium friedrichsthalianum,AM,34.74022327,43.0314867,22.22829003
Psidium guineense,AM,41.11905939,39.59931374,19.28162687
Palicourea acuminata,AM,37.41943628,30.04691292,32.5336508
Psychotria chagrensis,AM,40.03636257,9.222304917,50.74133251
Psychotria deflexa,AM,39.61162602,31.8844563,28.50391769
Psychotria graciliflora,AM,19.64169502,21.47052356,58.88778142
Psychotria grandis,AM,75.42461712,11.64430434,12.93107853
Psychotria horizontalis,AM,43.13629175,39.91907885,16.9446294
Psychotria limonensis,AM,78.84542826,0.889889459,20.26468228
Psychotria marginata,AM,50.80024837,32.93835119,16.26140043
Psychotria pittieri,AM,29.02153177,36.86122127,34.11724695
Psychotria racemosa,AM,47.19656544,22.99301032,29.81042425
Psychotria tenuifolia,AM,52.22442855,33.01089357,14.76467788
Pteridium aquilinum,AM,80.88568817,13.35946904,5.754842785
Pteris cretica,AM,63.026397,16.36579971,20.60780329
Pterocarpus rohrii,AM,57.28153335,20.90392978,21.81453687
Ptychopyxis costata,AM,43.20053011,51.7355512,5.063918694
Pulmonaria angustifolia,AM,82.691072,3.1764979,14.1324301
Pulmonaria obscura,AM,57.58552632,0,42.41447368
Pulmonaria officinalis,AM,56.55937555,0,43.44062445
Anemone albana,AM,25.30052926,59.80729247,14.89217827
Anemone alpina,AM,41.6827039,29.95346216,28.36383395
Anemone alpina,AM,45.9144836,12.92658882,41.15892759
Anemone aurea,AM,54.36549282,30.0015555,15.63295168
Anemone montana,AM,28.40064878,41.32284364,30.27650758
Anemone pratensis,AM,41.16322972,58.83677028,0
Anemone vernalis,AM,30.89879544,67.08294334,2.018261221
Anemone pulsatilla,AM,55.19584683,41.9679604,2.836192771
Pycnanthemum tenuifolium,AM,2.334045994,80.62471789,17.04123611
Quararibea amazonica,AM,49.22667854,38.31594287,12.45737859
Quassia amara,AM,56.07189585,30.91706514,13.01103901
Radiola linoides,AM,0,36.22999703,63.77000297
Ranunculus aconitifolius,AM,72.50917731,0,27.49082269
Ranunculus acris,AM,53.26876739,5.46511262,41.26611999
Ranunculus alpestris,AM,16.55815099,42.11813095,41.32371805
Ranunculus aquatilis,AM,11.10601211,0,88.89398789
Ranunculus arvensis,AM,22.93857665,5.279291702,71.78213165
Ranunculus bulbosus,AM,41.19592498,23.73273703,35.07133799
Ranunculus circinatus,AM,4.015860591,0,95.98413941
Ranunculus crassifolius,AM,26.40838483,16.17265044,57.41896473
Ranunculus fascicularis,AM,23.07799254,13.44199753,63.48000993
Ficaria verna,AM,33.46194517,0,66.53805483
Ranunculus flammula,AM,32.16840128,8.250559591,59.58103913
Ranunculus fluitans,AM,32.61545593,0,67.38454407
Ranunculus glacialis,AM,40.64020154,0,59.35979846
Ranunculus hybridus,AM,32.77507212,41.0052357,26.21969218
Ranunculus kuepferi,AM,22.22295037,55.07484542,22.70220421
Ranunculus lingua,AM,58.37446594,20.69483137,20.93070268
Ranunculus montanus,AM,38.46569194,14.81443845,46.71986961
Ranunculus oreophilus,AM,28.36820239,31.30288444,40.32891317
Ranunculus peltatus,AM,15.67259001,0,84.32740999
Ranunculus penicillatus,AM,2.230382474,0,97.76961753
Ranunculus platanifolius,AM,76.7366968,6.307330272,16.95597293
Ranunculus polyanthemos,AM,55.93025341,12.68905058,31.38069601
Ranunculus repens,AM,46.17808302,5.956877903,47.86503907
Ranunculus reptans,AM,6.224341234,52.9434343,40.83222446
Ranunculus sardous,AM,31.1352609,0,68.8647391
Ranunculus sceleratus,AM,46.31587144,0,53.68412856
Ranunculus septentrionalis,AM,28.03944609,23.75011354,48.21044037
Ranunculus polyanthemos subsp. serpens,AM,53.63700155,0,46.36299845
Ranunculus thora,AM,58.51435216,17.36444489,24.12120295
Ranunculus trichophyllus,AM,27.26659974,0,72.73340026
Ranunculus trichophyllus,AM,6.436940914,23.71208657,69.85097252
Ratibida pinnata,AM,40.67396724,44.10102768,15.22500508
Rauvolfia littoralis,AM,60.22225852,4.783619423,34.99412205
Reichardia picroides,AM,44.22835065,0,55.77164935
Rhamnus alaternus,AM,19.91005986,80.08994014,0
Rhamnus cathartica,AM,26.64719031,52.01093006,21.34187963
Frangula alnus,AM,17.17713956,55.92995401,26.89290644
Rhamnus lycioides,AM,0.893242896,61.99468093,37.11207618
Rhamnus saxatilis,AM,7.352021304,85.62133402,7.026644674
Rhus glabra,AM,44.62340837,45.27348014,10.10311149
Rhus typhina,AM,67.40089036,23.5890424,9.010067243
Ribes nigrum,AM,30.05360206,55.38151341,14.56488454
Ribes rubrum,AM,42.24340976,27.73190507,30.02468517
Ribes uva-crispa,AM,15.90703451,68.92278268,15.17018281
Richterago arenaria,AM,49.24060501,50.75939499,0
Richterago polymorpha,AM,42.59219665,57.40780335,0
Richterago polyphylla,AM,10.94139321,89.05860679,0
Rinorea anguifera,AM,35.78107743,64.21892257,0
Rinorea sylvatica,AM,34.8688295,42.74752945,22.38364104
Rosa agrestis,AM,30.52473478,51.82341976,17.65184546
Rosa arvensis,AM,20.99947202,41.746801,37.25372698
Rosa canina,AM,16.58718261,50.19530558,33.21751181
Rosa dumalis,AM,30.28111487,68.48422258,1.234662547
Rosa elliptica,AM,23.11390802,69.40416152,7.481930454
Rosa gallica,AM,13.44552859,86.55447141,0
Rosa jundzillii,AM,24.55669774,52.24940641,23.19389586
Rosa micrantha,AM,20.32206359,70.77534911,8.902587299
Rosa multiflora,AM,43.35717441,30.65010978,25.99271581
Rosa pendulina,AM,29.56933935,45.57673721,24.85392345
Rosa rubiginosa,AM,22.10452775,72.01551492,5.879957333
Rosa rugosa,AM,48.56616303,48.29933532,3.134501646
Rosa woodsii,AM,18.419309,63.44196408,18.13872691
Rosenbergiodendron formosum,AM,26.21677441,44.74521981,29.03800578
Salvia rosmarinus,AM,3.551445206,96.44855479,0
Rourea glabra,AM,57.41526525,33.8704338,8.714300948
Rubia peregrina,AM,12.6137961,52.69675701,34.68944689
Rubia tinctorum,AM,38.83790858,10.19361021,50.96848121
Rubus allegheniensis,AM,27.96816142,49.22936503,22.80247355
Rubus bushii,AM,13.6430473,66.90206312,19.45488957
Rubus caesius,AM,52.29330023,20.95691903,26.74978073
Rubus chamaemorus,AM,36.86348601,44.01064294,19.12587105
Rubus corylifolius,AM,53.96898376,28.510443,17.52057323
Rubus plicatus,AM,21.7472797,65.34918426,12.90353604
Rubus idaeus,AM,52.31194699,24.3191806,23.36887241
Rubus occidentalis,AM,30.89069406,42.29368834,26.8156176
Rubus phoenicolasius,AM,51.25971875,23.8899012,24.85038005
Rubus praecox,AM,53.83148006,36.77061646,9.397903473
Rubus saxatilis,AM,35.8392425,39.36286051,24.79789699
Rubus ulmifolius,AM,51.93469703,40.56520886,7.500094106
Rudbeckia hirta,AM,12.22521647,69.24697986,18.52780367
Ruscus aculeatus,AM,11.37709457,88.62290543,0
Ruta graveolens,AM,27.64564935,66.12758058,6.226770066
Sabatia angularis,AM,5.02103695,77.24673637,17.73222668
Saccharum officinarum,AM,68.89475324,23.40783644,7.697410315
Sacoglottis mattogrossensis,AM,36.4750834,63.5249166,0
Salvia glutinosa,AM,57.90301972,0,42.09698028
Salvia lyrata,AM,18.75068145,68.20434582,13.04497274
Salvia nemorosa,AM,41.6662191,9.121550253,49.21223065
Salvia officinalis,AM,27.62946309,38.89340405,33.47713286
Salvia pratensis,AM,47.24144067,0,52.75855933
Salvia verticillata,AM,52.61662479,25.51061754,21.87275767
Salzmannia nitida,AM,23.80658555,76.19341445,0
Sambucus ebulus,AM,81.7561698,2.270180667,15.97364953
Sambucus nigra,AM,62.9273933,16.96600771,20.10659899
Sambucus racemosa,AM,70.63130478,10.58845602,18.7802392
Samolus valerandi,AM,22.44716015,8.118053361,69.43478649
Sanguisorba dodecandra,AM,64.84497129,16.56694267,18.58808603
Sanguisorba minor,AM,25.53102697,43.98431757,30.48465546
Sanguisorba officinalis,AM,25.4939652,41.57845264,32.92758215
Santiria apiculata,AM,55.55711774,39.41338488,5.029497381
Santolina chamaecyparissus,AM,0,0,100
Sapium glandulosum,AM,58.4747278,30.83734505,10.68792715
Satureja hortensis,AM,6.638830662,0,93.36116934
Satureja montana,AM,5.326965841,55.88946873,38.78356543
Saussurea alpina,AM,30.09807875,31.5384251,38.36349614
Scabiosa atropurpurea,AM,46.96761231,30.64852254,22.38386515
Scabiosa canescens,AM,34.21446466,60.40998253,5.375552807
Lomelosia caucasica,AM,51.4823085,28.01223053,20.50546097
Scabiosa columbaria,AM,27.82539249,42.09280496,30.08180256
Scabiosa ochroleuca,AM,22.89502931,63.89471862,13.21025207
Pycnocomon rutifolium,AM,16.43658582,83.56341418,0
Scandix pecten-veneris,AM,46.26432783,0,53.73567217
Scaphocalyx spathacea,AM,54.55444489,44.0925265,1.353028605
Schefflera morototoni,AM,55.89844151,26.95705247,17.14450602
Schizachyrium scoparium,AM,15.86059374,58.76460064,25.37480562
Schizachyrium tenerum,AM,4.773640774,95.22635923,0
Schizolobium parahyba,AM,75.65713459,13.87126294,10.47160247
Prospero autumnale,AM,27.69817578,0,72.30182422
Scilla bifolia,AM,39.43666118,0,60.56333882
Scilla siberica,AM,28.72125495,0,71.27874505
Scorzonera austriaca,AM,46.74813556,29.47861241,23.77325202
Scorzonera cana,AM,22.35180842,31.23287079,46.41532079
Scorzonera hispanica,AM,51.34147929,30.76160185,17.89691886
Scorzonera humilis,AM,58.08002215,9.354349386,32.56562846
Scorzonera laciniata,AM,25.72889586,28.95401803,45.31708611
Scorzoneroides helvetica,AM,22.9075711,48.87600598,28.21642292
Scutellaria galericulata,AM,14.72375025,23.31176636,61.96448339
Scutellaria hastifolia,AM,6.729744319,29.17656489,64.09369079
Scutellaria lateriflora,AM,13.72644812,39.58419365,46.68935823
Scutellaria minor,AM,4.271494991,34.79306974,60.93543527
Scutellaria parvula,AM,3.417371775,59.8982859,36.68434232
Sebastiania ditassoides,AM,0.112184412,99.88781559,0
Selaginella selaginoides,AM,0,58.04144415,41.95855585
Selinum carvifolia,AM,17.82582352,49.4752764,32.69890008
Jacobaea alpina,AM,60.4660303,8.082789611,31.45118009
Jacobaea aquatica,AM,50.23350637,0,49.76649363
Senecio aurantiacus,AM,43.26627984,0,56.73372016
Senecio eremophilus,AM,36.98505978,0,63.01494022
Senecio germanicus,AM,60.59683272,0,39.40316728
Jacobaea uniflora,AM,16.52047713,57.32150609,26.15801677
Senecio inaequidens,AM,32.48810032,0,67.51189968
Jacobaea incana,AM,18.03113661,78.85075251,3.11811088
Senecio kolenatianus,AM,48.65586756,0,51.34413244
Senecio nemorensis,AM,58.81843623,0,41.18156377
Senecio ovatus,AM,53.16783596,0,46.83216404
Jacobaea paludosa,AM,57.75149428,0,42.24850572
Packera paupercula,AM,11.96761503,0,88.03238497
Senecio squalidus,AM,43.9561747,0,56.0438253
Senecio taraxacifolius,AM,56.00665653,0,43.99334347
Senecio vernalis,AM,48.05398079,0,51.94601921
Senecio vulgaris,AM,39.21985193,0,60.78014807
Senna aphylla,AM,11.01753695,88.98246305,0
Senna dariensis,AM,64.52458535,21.53694415,13.9384705
Senna georgica,AM,34.42944372,42.47005945,23.10049682
Senna macranthera,AM,18.72130616,56.91776619,24.36092766
Serjania circumvallata,AM,65.0002307,23.54308928,11.45668002
Serjania mexicana,AM,60.13747116,30.32721936,9.535309489
Serjania paucidentata,AM,50.8297939,35.52049659,13.64970951
Serjania trachygona,AM,49.93970391,41.47480618,8.585489905
Serratula tinctoria,AM,77.12065972,0.852544427,22.02679585
Seseli alpinum,AM,27.11851076,44.15710408,28.72438516
Seseli libanotis,AM,70.43363413,2.862031332,26.70433454
Seseli tortuosum,AM,45.65756241,54.34243759,0
Sesleria albicans,AM,23.0169158,48.41359387,28.56949033
Sesleria caerulea,AM,22.49417948,66.86056929,10.64525124
Setaria faberi,AM,35.72958062,38.02174755,26.24867182
Cenchrus americanus,AM,23.86126369,40.38977105,35.74896525
Setaria italica,AM,53.37517009,16.29064731,30.3341826
Setaria pumila,AM,33.92991498,21.27857082,44.79151421
Setaria sphacelata,AM,31.31597127,44.94242879,23.74159994
Setaria verticillata,AM,25.22806175,33.1737945,41.59814375
Setaria viridis,AM,27.29716123,38.97342344,33.72941533
Sibbaldia procumbens,AM,7.90351055,69.20833896,22.88815049
Sicyos angulatus,AM,59.90930699,0,40.09069301
Sigesbeckia orientalis,AM,64.23633327,0,35.76366673
Silphium laciniatum,AM,37.09252921,62.90747079,0
Silphium terebinthinaceum,AM,51.06308924,48.93691076,0
Simarouba amara,AM,56.49661342,33.01320846,10.49017812
Sindora coriacea,AM,36.93335929,62.96493103,0.101709675
Siparuna guianensis,AM,66.38835364,17.71359708,15.89804928
Siparuna pauciflora,AM,76.55325271,7.883053419,15.56369387
Siphanthera arenaria,AM,0,100,0
Sisyrinchium albidum,AM,9.933247895,71.4866435,18.5801086
Sisyrinchium pendulum,AM,15.6526627,63.08337171,21.26396558
Sloanea guianensis,AM,37.63993885,50.41934609,11.94071507
Sloanea terniflora,AM,31.61117673,57.92373147,10.46509179
Smilax lasioneura,AM,40.45520209,23.18195994,36.36283797
Smyrnium perfoliatum,AM,48.06393335,22.53953368,29.39653297
Solanum asperum,AM,36.45098914,28.3683906,35.18062026
Solanum circinatum,AM,68.13412743,11.62292276,20.24294982
Solanum dulcamara,AM,38.77294947,1.83237468,59.39467585
Solanum hayesii,AM,74.88712065,14.23742354,10.87545581
Solanum lanceifolium,AM,57.04159469,29.56947769,13.38892762
Solanum paludosum,AM,39.74811968,57.31848468,2.933395646
Solanum paniculatum,AM,57.14046165,36.83704148,6.022496871
Solanum steyermarkii,AM,45.11795143,24.33375132,30.54829724
Solanum tuberosum,AM,73.31252067,0,26.68747933
Soldanella alpina,AM,19.96157423,72.06394865,7.974477117
Soldanella pusilla,AM,6.446605677,61.10384411,32.44955022
Solidago canadensis,AM,36.73137971,40.2170183,23.05160198
Solidago gigantea,AM,31.80692386,54.07247478,14.12060137
Euthamia graminifolia,AM,25.99135971,68.71031165,5.298328645
Solidago juncea,AM,33.72081641,49.95505363,16.32412996
Solidago nana,AM,11.08954386,74.24266718,14.66778896
Solidago nemoralis,AM,19.80992883,46.76425635,33.42581482
Solidago rigida,AM,53.61613067,39.21753039,7.166338935
Solidago rugosa,AM,26.05126385,42.34134008,31.60739607
Solidago sciaphila,AM,22.54241581,30.34395623,47.11362795
Solidago velutina,AM,16.56117628,71.01005722,12.4287665
Solidago virgaurea,AM,31.12218178,46.85867474,22.01914348
Sonchus arvensis,AM,13.10639664,56.86325573,30.03034763
Sonchus asper,AM,78.60017376,0,21.39982624
Sonchus oleraceus,AM,60.29790737,0,39.70209263
Sonchus palustris,AM,55.5011143,8.984988746,35.51389695
Sorbaria sorbifolia,AM,64.04936156,20.6915696,15.25906884
Sorbus aria,AM,39.91493836,45.10950538,14.97555626
Sorbus aucuparia,AM,53.00604896,39.28789377,7.70605727
Sorbus intermedia,AM,39.21568028,51.84766183,8.936657897
Sorbus torminalis,AM,47.00569781,24.76125408,28.23304812
Sorghastrum nutans,AM,23.81214395,58.87988097,17.30797508
Sorghum bicolor,AM,58.41733254,26.48367609,15.09899137
Sorghum halepense,AM,56.85748099,18.98184151,24.16067749
Sorghum purpureosericeum,AM,26.84213742,42.23000555,30.92785703
Sorocea affinis,AM,31.28950638,46.35915901,22.35133461
Spachea membranacea,AM,49.72750061,24.52700749,25.7454919
Spigelia aceifolia,AM,0,100,0
Spiraea japonica,AM,30.17625464,35.63835323,34.18539213
Spiraea alba var. latifolia,AM,31.31547135,58.15964376,10.52488489
Spiraea salicifolia,AM,17.74847811,59.73220545,22.51931643
Spiraea tomentosa,AM,4.96325513,84.95553618,10.08120869
Spondias mombin,AM,72.24179176,21.33565309,6.422555142
Spondias radlkoferi,AM,66.52224993,21.91475094,11.56299913
Sporobolus clandestinus,AM,8.347548375,82.26740028,9.385051341
Sporobolus heterolepis,AM,14.33949479,66.25577701,19.4047282
Sporobolus interruptus,AM,8.404493141,87.06458947,4.530917385
Sporobolus vaginiflorus,AM,1.77893762,53.01291537,45.20814701
Sporobolus virginicus,AM,12.36847445,67.44856336,20.18296219
Stachys alopecuros,AM,55.96077539,2.814630764,41.22459385
Betonica officinalis,AM,30.50912396,20.77373442,48.71714162
Stachys recta,AM,32.14020468,19.11772108,48.74207424
Stachys sylvatica,AM,44.18688997,0,55.81311003
Stachys tenuifolia,AM,24.38797292,53.55728263,22.05474445
Staphylea pinnata,AM,53.38769886,16.32129056,30.29101058
Tabernaemontana grandiflora,AM,43.43119303,3.883089057,52.68571791
Sterculia apetala,AM,78.79107071,18.33587247,2.873056826
Stigmaphyllon lindenianum,AM,59.64860707,0,40.35139293
Stipa capillata,AM,11.06438263,88.93561737,0
Stipa pulcherrima,AM,13.31614064,86.68385936,0
Hesperostipa spartea,AM,26.49773755,73.50226245,0
Stizophyllum inaequilaterum,AM,42.51759915,31.38453165,26.0978692
Strychnos panamensis,AM,32.47358335,56.58592906,10.94048759
Strychnos toxifera,AM,45.01673515,41.18110533,13.80215951
Stylogyne turbacensis,AM,63.03256204,36.96743796,0
Succisa pratensis,AM,35.52373577,33.42028771,31.05597652
Swertia iberica,AM,62.91714969,0,37.08285031
Symphonia globulifera,AM,38.93018407,35.00492973,26.0648862
Symphoricarpos albus,AM,25.40533058,49.65537217,24.93929726
Symphyotrichum ascendens,AM,15.98624643,73.09137512,10.92237846
Symphyotrichum falcatum,AM,9.568216802,46.2547085,44.1770747
Symphyotrichum oolentangiense,AM,28.11214676,51.25534172,20.63251152
Comanthera cipoensis,AM,17.28434077,82.71565923,0
Syringa vulgaris,AM,36.83463635,50.82927769,12.33608596
Syzygium scortechinii,AM,44.28917491,55.71082509,0
Handroanthus guayacan,AM,58.01985354,31.13783368,10.84231278
Tabebuia rosea,AM,81.71989711,9.618468697,8.661634193
Tabebuia roseoalba,AM,45.02635122,34.16892564,20.80472314
Tabernaemontana arborea,AM,50.08739563,22.41160729,27.50099708
Tabernaemontana flavicans,AM,67.12103446,12.40929393,20.46967161
Talisia nervosa,AM,73.82221793,26.17778207,0
Talisia princeps,AM,72.86743754,25.93977633,1.192786125
Dioscorea communis,AM,48.55099471,0,51.44900529
Tanacetum corymbosum,AM,64.24046473,0,35.75953527
Tanacetum parthenium,AM,39.7909979,3.242265411,56.96673669
Tanacetum vulgare,AM,57.94661382,21.55914499,20.49424118
Tapirira guianensis,AM,46.11360775,45.97578281,7.91060944
Taraxacum confusum,AM,50.74663563,0,49.25336437
Taraxacum erythrospermum,AM,28.07193116,0.858007888,71.07006095
Taraxacum fulvum,AM,35.16867424,0,64.83132576
Taraxacum laevigatum,AM,11.37180783,63.34409535,25.28409683
Taraxacum officinale,AM,57.77703743,0.571671811,41.65129076
Taraxacum schroeterianum,AM,19.7492558,0,80.2507442
Taraxacum stevenii,AM,26.26699192,0,73.73300808
Tatianyx arnacites,AM,9.176223227,90.82377677,0
Taxus baccata,AM,1.704750536,98.29524946,0
Terminalia amazonia,AM,31.46187158,56.41152523,12.12660319
Terminalia oblonga,AM,34.58475965,41.35775418,24.05748616
Tetrapterys microphylla,AM,10.02415507,89.97584493,0
Tetrathylacium johansenii,AM,45.02111516,40.78656759,14.19231725
Teucrium botrys,AM,14.26431012,0,85.73568988
Teucrium canadense,AM,27.91054045,39.73878174,32.35067781
Teucrium capitatum,AM,6.654628011,79.96428755,13.38108444
Teucrium chamaedrys,AM,10.61268788,71.39327451,17.99403761
Teucrium montanum,AM,1.812438336,76.08544105,22.10212062
Teucrium polium,AM,0,72.13447699,27.86552301
Teucrium scordium,AM,13.52560862,4.451458955,82.02293242
Teucrium scorodonia,AM,36.64045279,9.23027016,54.12927705
Thalictrum alpinum,AM,5.25059945,75.52405397,19.22534658
Thalictrum aquilegiifolium,AM,74.20996634,6.955096359,18.8349373
Thalictrum dasycarpum,AM,21.30169876,38.01434366,40.68395758
Thalictrum dioicum,AM,16.18085101,20.56926154,63.24988745
Thalictrum exaltatum,AM,62.59253299,30.35558094,7.051886075
Thalictrum fendleri,AM,53.78101961,33.01163855,13.20734184
Thalictrum minus,AM,55.25816006,28.46618225,16.27565769
Thelypteris palustris,AM,62.90272489,2.375545188,34.72172992
Themeda triandra,AM,19.48294455,67.52772079,12.98933466
Theobroma cacao,AM,58.08043893,29.21214128,12.70741979
Thevetia ahouai,AM,73.35587595,4.44533837,22.19878568
Thinouia myriantha,AM,50.97401827,43.38121831,5.644763421
Thymus glabrescens,AM,0.266374198,74.30868405,25.42494176
Thymus nummularius,AM,4.66302244,55.87149048,39.46548708
Thymus praecox subsp. polytrichus,AM,0,85.49354211,14.50645789
Thymus praecox,AM,0,69.14257869,30.85742131
Thymus pulegioides,AM,1.493791697,85.12161523,13.38459307
Thymus pulegioides,AM,0,76.77396169,23.22603831
Thymus serpyllum,AM,0,95.7147871,4.285212898
Thymus vulgaris,AM,0,87.7882344,12.2117656
Thyrsodium spruceanum,AM,45.03389063,46.06623973,8.899869637
Tocoyena formosa,AM,60.20931006,34.0605903,5.730099643
Tocoyena pittieri,AM,74.6090701,17.77210508,7.618824823
Chlorocrepis staticifolia,AM,39.87962848,0,60.12037152
Tordylium maximum,AM,53.48070511,20.55494761,25.96434727
Torilis arvensis,AM,29.98075348,18.22686003,51.79238649
Torilis nodosa,AM,6.329746094,72.34572785,21.32452606
Tovomita longifolia,AM,53.50370347,42.64312448,3.853172051
Townsendia exscapa,AM,3.672272141,78.87653672,17.45119114
Toxicodendron radicans,AM,26.55139366,60.31682952,13.13177682
Trachycarpus fortunei,AM,77.90258564,22.09741436,0
Trachypogon spicatus,AM,7.602307407,92.39769259,0
Tragia impedita,AM,25.72045883,41.37523502,32.90430615
Tragopogon dubius,AM,22.16846473,34.21109912,43.62043616
Tragopogon porrifolius,AM,41.25270365,11.39678948,47.35050686
Tragopogon pratensis,AM,28.11797655,16.09062727,55.79139618
Trattinnickia aspera,AM,76.64677561,21.45077891,1.902445473
Trema micranthum,AM,41.63805109,38.63764706,19.72430185
Trichilia pallida,AM,66.87626664,24.67750924,8.446224121
Trichilia poeppigii,AM,46.70332241,32.18741331,21.10926428
Trichilia tuberculata,AM,59.75655006,36.4279516,3.81549834
Trichospermum galeottii,AM,38.37133533,51.34978851,10.27887617
Tridens flavus,AM,17.49871458,75.17354199,7.327743424
Trientalis europaea,AM,10.73372279,33.72376916,55.54250805
Trigonostemon malaccanus,AM,53.98897679,34.74493047,11.26609274
Trillium cernuum,AM,54.40393603,0,45.59606397
Trillium flexipes,AM,60.48165158,0,39.51834842
Trinia glauca,AM,32.54394859,65.76513039,1.690921024
Trisetaria flavescens,AM,12.27511921,34.31158246,53.41329833
Trisetum flavescens,AM,12.56090555,52.42747051,35.01162394
Triticum aestivum,AM,39.28005238,22.81072445,37.90922316
Trollius europaeus,AM,52.39266492,30.1328354,17.47449968
Tropaeolum majus,AM,58.22582284,0,41.77417716
Trophis caucana,AM,49.10807752,30.18287623,20.70904626
Trophis racemosa,AM,42.56693625,42.59512287,14.83794088
Turgenia latifolia,AM,54.26650846,0,45.73349154
Turpinia occidentalis,AM,61.73165334,22.32135478,15.94699189
Tussilago farfara,AM,91.61747884,1.197190121,7.185331041
Ulmus glabra,AM,29.24910814,60.73738193,10.01350992
Ulmus laevis,AM,42.07834485,16.33801056,41.58364459
Ulmus minor,AM,36.40051775,45.67472029,17.92476196
Uncaria tomentosa,AM,53.8135276,39.83301889,6.353453509
Unonopsis pittieri,AM,50.85546808,38.1213795,11.02315242
Uvularia grandiflora,AM,39.67583704,5.572062065,54.75210089
Valeriana alpestris,AM,33.66782733,9.919507297,56.41266537
Valeriana officinalis,AM,80.37468373,0,19.62531627
Valeriana pratensis,AM,50.40964512,0,49.59035488
Valeriana tripteris,AM,34.04994979,0,65.95005021
Valerianella coronata,AM,24.96695135,0,75.03304865
Valerianella dentata,AM,9.490961895,32.44609994,58.06293817
Valerianella locusta,AM,12.89849637,0,87.10150363
Valerianella rimosa,AM,35.10992058,0,64.89007942
Vellozia caruncularis,AM,19.21560311,80.78439689,0
Vellozia epidendroides,AM,10.42559253,89.57440747,0
Vellozia resinosa,AM,33.7568427,66.2431573,0
Vellozia variabilis,AM,40.09860621,59.90139379,0
Veratrum album,AM,70.25518059,0,29.74481941
Veratrum album subsp. lobelianum,AM,74.26989799,13.53347501,12.196627
Veratrum nigrum,AM,75.06126787,15.86415825,9.074573881
Verbascum densiflorum,AM,75.07974728,8.667590634,16.25266208
Verbascum lychnitis,AM,67.67587056,8.743701161,23.58042828
Verbascum phlomoides,AM,54.60878138,21.75766051,23.6335581
Verbascum sinuatum,AM,80.59090888,17.21307812,2.196013003
Verbascum thapsus,AM,63.7952982,17.18852909,19.01617272
Verbena bracteata,AM,14.54059384,44.83653657,40.62286959
Verbena hastata,AM,26.32042097,52.91456339,20.76501564
Verbena officinalis,AM,23.93410363,49.90442303,26.16147334
Verbena stricta,AM,29.11486995,53.44263812,17.44249193
Verbena urticifolia,AM,33.2042087,50.11913758,16.67665372
Vernonia galamensis,AM,35.8860612,0,64.1139388
Veronicastrum virginicum,AM,27.91050235,65.4043989,6.685098755
Viburnum lantana,AM,48.01079682,25.78026683,26.20893635
Viburnum opulus,AM,38.67644918,32.04222522,29.2813256
Viburnum tinus,AM,35.00001478,47.62925609,17.37072913
Vinca minor,AM,16.08309255,35.35182066,48.56508678
Vincetoxicum hirundinaria,AM,40.54841042,15.75946993,43.69211964
Viola alba,AM,28.12629176,12.95268822,58.92102002
Viola altaica,AM,12.46245927,49.93438097,37.60315977
Viola arvensis,AM,6.687345846,26.87864527,66.43400888
Viola biflora,AM,8.408738801,0,91.5912612
Viola calcarata,AM,5.305801564,36.16241211,58.53178632
Viola canadensis,AM,25.91941793,16.6273165,57.45326558
